#BUSCO_group	Status	Transcript	Bitscore	Length
BUSCOaEOG7VBDVK	Duplicated	85806_	322.7	492
BUSCOaEOG7748WZ	Complete	66165_	289.8	328
BUSCOaEOG7FJVF6	Duplicated	104478_	259.9	373
BUSCOaEOG7B6898	Duplicated	80730_	658.9	346
BUSCOaEOG79SS9V	Duplicated	57460_	818.9	457
BUSCOaEOG7S58KM	Complete	104034_	1798.7	1254
BUSCOaEOG7RZJ40	Fragmented	47972_	1129.9	632
BUSCOaEOG70PQD8	Complete	93848_	204.8	133
BUSCOaEOG7J4GNM	Duplicated	53991_	357.0	251
BUSCOaEOG7DVRR6	Fragmented	105968_	522.0	360
BUSCOaEOG7FG06N	Duplicated	46572_	359.8	242
BUSCOaEOG7Q04BV	Duplicated	89482_	613.3	464
BUSCOaEOG7F87QN	Complete	67887_	491.3	243
BUSCOaEOG7B94KB	Complete	33903_	322.2	147
BUSCOaEOG7B3D39	Complete	98874_	242.3	152
BUSCOaEOG7QGGJ3	Duplicated	83956_	643.5	527
BUSCOaEOG7W1HJ2	Duplicated	31899_	745.6	416
BUSCOaEOG7F87Q3	Fragmented	34361_	241.7	267
BUSCOaEOG7QVZJ1	Duplicated	109765_	201.6	154
BUSCOaEOG7NKZ0B	Complete	115587_	1190.9	610
BUSCOaEOG7WHVRC	Fragmented	75358_	200.5	368
BUSCOaEOG7ND6K1	Complete	33538_	232.5	144
BUSCOaEOG7GBTBQ	Fragmented	71483_	206.1	205
BUSCOaEOG75FGT7	Duplicated	58799_	1077.3	555
BUSCOaEOG7MM7N4	Duplicated	67642_	266.3	212
BUSCOaEOG7BGW2K	Duplicated	52664_	98.9	67
BUSCOaEOG72CHFF	Duplicated	67166_	527.5	344
BUSCOaEOG70SKNF	Complete	59773_	166.8	107
BUSCOaEOG75R3M5	Complete	101579_	102.2	77
BUSCOaEOG7GV5K1	Complete	51077_	204.2	150
BUSCOaEOG7QZTR8	Duplicated	73080_	654.4	678
BUSCOaEOG7QGGJG	Complete	77101_	582.0	494
BUSCOaEOG7N6G1F	Fragmented	46790_	1087.2	709
BUSCOaEOG7TR6F2	Fragmented	68792_	429.3	285
BUSCOaEOG7BD0S0	Complete	83884_	877.2	814
BUSCOaEOG78Q6Q4	Duplicated	73846_	944.7	589
BUSCOaEOG7PKNFJ	Complete	106828_	142.1	178
BUSCOaEOG7G26MN	Fragmented	55303_	405.8	279
BUSCOaEOG76QT03	Duplicated	110480_	199.1	151
BUSCOaEOG73C6T4	Duplicated	97132_	646.9	508
BUSCOaEOG7JMTVQ	Complete	65421_	156.0	157
BUSCOaEOG77B1BS	Fragmented	35528_	259.1	453
BUSCOaEOG7S84VN	Duplicated	46910_	184.0	127
BUSCOaEOG7J4GNM	Duplicated	14531_	508.7	255
BUSCOaEOG7VQWT3	Complete	81281_	1037.9	542
BUSCOaEOG790TF4	Complete	13500_	530.3	497
BUSCOaEOG7PPHMZ	Complete	87491_	709.1	402
BUSCOaEOG7ZQ11H	Duplicated	50068_	379.7	270
BUSCOaEOG7NKZ0F	Complete	35317_	1031.9	508
BUSCOaEOG75TZSZ	Duplicated	1133_	401.6	204
BUSCOaEOG7Q30M6	Duplicated	79376_	355.6	311
BUSCOaEOG7JQQ38	Duplicated	62284_	275.9	202
BUSCOaEOG7R5K79	Duplicated	11136_	245.9	175
BUSCOaEOG7W1HKQ	Duplicated	36840_	200.5	107
BUSCOaEOG7Q8R2S	Fragmented	80674_	529.2	276
BUSCOaEOG74JNNW	Complete	110316_	589.3	589
BUSCOaEOG7TXXWC	Fragmented	50680_	753.1	539
BUSCOaEOG7FVG4B	Fragmented	2362_	342.0	268
BUSCOaEOG7D8JBG	Duplicated	73561_	300.9	195
BUSCOaEOG70KV44	Complete	112614_	437.7	341
BUSCOaEOG7GJJT1	Complete	54578_	627.6	467
BUSCOaEOG73C6VD	Fragmented	69963_	181.8	116
BUSCOaEOG73G32M	Fragmented	54293_	366.1	177
BUSCOaEOG7SJRJ9	Fragmented	95754_	881.0	732
BUSCOaEOG7KDSQZ	Duplicated	59727_	364.8	586
BUSCOaEOG7C5ZPZ	Complete	26403_	298.7	292
BUSCOaEOG7P65G2	Complete	98246_	263.4	193
BUSCOaEOG77X7T8	Duplicated	31826_	472.6	300
BUSCOaEOG76QSZK	Fragmented	78736_	242.8	185
BUSCOaEOG7X16XF	Duplicated	72245_	279.1	510
BUSCOaEOG7T7V8M	Complete	95868_	201.7	243
BUSCOaEOG73ZF71	Complete	93775_	570.8	748
BUSCOaEOG7ZDD82	Complete	25129_	1289.1	953
BUSCOaEOG77TCKT	Duplicated	91850_	244.6	173
BUSCOaEOG757RBP	Complete	90550_	773.7	756
BUSCOaEOG7Q30M5	Complete	84893_	494.0	238
BUSCOaEOG75TZS7	Duplicated	36098_	335.4	275
BUSCOaEOG7KMJ6T	Duplicated	87984_	762.1	545
BUSCOaEOG7Q5VT2	Complete	46365_	1472.0	776
BUSCOaEOG77B1DF	Complete	81440_	314.6	189
BUSCOaEOG74RD5S	Duplicated	57009_	318.0	256
BUSCOaEOG7KMJ6T	Duplicated	99775_	749.5	508
BUSCOaEOG7WMR02	Fragmented	14343_	155.3	221
BUSCOaEOG72GCN0	Fragmented	63333_	613.8	467
BUSCOaEOG7MHCC2	Duplicated	91852_	1243.4	660
BUSCOaEOG71S91S	Duplicated	108052_	143.2	100
BUSCOaEOG77QH9J	Duplicated	38229_	318.6	545
BUSCOaEOG7MQ3V4	Duplicated	87113_	506.4	656
BUSCOaEOG7CGKDQ	Fragmented	55794_	355.5	232
BUSCOaEOG7D8J9T	Duplicated	45232_	710.8	402
BUSCOaEOG7PW84H	Duplicated	39286_	263.0	202
BUSCOaEOG7BWBZP	Duplicated	58266_	593.9	515
BUSCOaEOG7HXR5M	Fragmented	62578_	271.9	189
BUSCOaEOG7D8JBJ	Fragmented	4356_	179.4	252
BUSCOaEOG7QS38G	Duplicated	86916_	548.0	395
BUSCOaEOG78Q6RH	Duplicated	68843_	168.5	129
BUSCOaEOG7WQM7F	Complete	81452_	261.7	233
BUSCOaEOG7K19S2	Complete	89854_	1199.6	887
BUSCOaEOG7JXFMC	Complete	57004_	99.3	102
BUSCOaEOG7C33GD	Duplicated	27604_	225.4	428
BUSCOaEOG7HN4FF	Fragmented	34801_	369.5	396
BUSCOaEOG7H4S7J	Duplicated	97764_	365.2	545
BUSCOaEOG7H7NGT	Duplicated	45914_	635.8	357
BUSCOaEOG7J4GMG	Fragmented	101706_	876.4	727
BUSCOaEOG7XX228	Fragmented	20729_	575.5	406
BUSCOaEOG764KGR	Complete	80590_	581.6	495
BUSCOaEOG73RPR7	Fragmented	36565_	76.4	99
BUSCOaEOG7BWC0D	Duplicated	61031_	341.1	307
BUSCOaEOG7JTK97	Complete	25782_	977.2	421
BUSCOaEOG7XHK4W	Fragmented	27468_	279.5	270
BUSCOaEOG7G7Z3Z	Complete	11370_	473.9	299
BUSCOaEOG7Q5VVF	Complete	67239_	222.6	192
BUSCOaEOG7Q30KD	Fragmented	36233_	125.5	197
BUSCOaEOG75R3J2	Fragmented	91505_	309.8	603
BUSCOaEOG7WMQZN	Duplicated	45791_	612.8	320
BUSCOaEOG7B6898	Duplicated	35091_	619.4	321
BUSCOaEOG7JMTV2	Complete	216_	483.7	330
BUSCOaEOG77QHBH	Duplicated	77890_	262.9	284
BUSCOaEOG7BKR83	Duplicated	93117_	548.9	386
BUSCOaEOG7162JF	Complete	52420_	330.8	344
BUSCOaEOG7BWC04	Complete	63247_	496.8	381
BUSCOaEOG7TJFZJ	Complete	64775_	656.8	477
BUSCOaEOG7S58MB	Fragmented	65197_	419.5	294
BUSCOaEOG732M37	Duplicated	55030_	539.6	401
BUSCOaEOG7T500F	Duplicated	72002_	261.7	472
BUSCOaEOG7V1T5W	Duplicated	100325_	409.2	487
BUSCOaEOG70WFTK	Complete	15074_	733.5	458
BUSCOaEOG7P396B	Duplicated	89526_	719.6	402
BUSCOaEOG71CT22	Duplicated	16189_	364.5	231
BUSCOaEOG7GNF1M	Duplicated	51510_	1242.5	833
BUSCOaEOG7DP186	Duplicated	97096_	622.1	560
BUSCOaEOG7X9TMS	Complete	49906_	1976.3	1017
BUSCOaEOG7KQDGV	Complete	64763_	181.9	260
BUSCOaEOG7TR6DQ	Complete	47694_	852.0	680
BUSCOaEOG78T2XT	Fragmented	74136_	311.8	271
BUSCOaEOG71GP95	Duplicated	20219_	185.9	210
BUSCOaEOG7J7BX1	Duplicated	87630_	322.2	169
BUSCOaEOG7DCDK4	Complete	100767_	486.1	299
BUSCOaEOG71KJGM	Fragmented	73545_	2347.3	1592
BUSCOaEOG77QHB6	Complete	51174_	373.3	438
BUSCOaEOG76XJDT	Duplicated	94114_	248.5	317
BUSCOaEOG7RC9QD	Duplicated	53948_	111.5	234
BUSCOaEOG703GWZ	Fragmented	14363_	477.3	339
BUSCOaEOG73C6T4	Duplicated	97133_	560.2	431
BUSCOaEOG7M3WF7	Duplicated	107859_	475.3	241
BUSCOaEOG7TXXXJ	Fragmented	49990_	479.8	472
BUSCOaEOG7W4CT0	Complete	36169_	478.8	405
BUSCOaEOG7MQ3TT	Fragmented	3894_	1089.9	489
BUSCOaEOG7KX4XR	Duplicated	66085_	520.3	451
BUSCOaEOG70D3NG	Fragmented	81957_	488.8	314
BUSCOaEOG78HG86	Complete	56808_	326.6	209
BUSCOaEOG7K19SJ	Duplicated	103573_	540.1	384
BUSCOaEOG7RVNVW	Duplicated	91513_	601.1	677
BUSCOaEOG7TR6FB	Duplicated	51375_	758.1	412
BUSCOaEOG7VTS2G	Duplicated	51546_	580.6	495
BUSCOaEOG7M6RNK	Duplicated	83510_	449.1	444
BUSCOaEOG76TP6D	Complete	67288_	444.5	340
BUSCOaEOG7RG5XG	Duplicated	45399_	128.5	218
BUSCOaEOG7C8TZQ	Complete	86611_	170.4	167
BUSCOaEOG70KV4Z	Complete	8935_	311.8	186
BUSCOaEOG7WB48X	Complete	78220_	524.8	316
BUSCOaEOG72S0DV	Complete	95651_	164.5	121
BUSCOaEOG75JC29	Fragmented	58259_	485.5	301
BUSCOaEOG75R3K8	Complete	113212_	111.9	172
BUSCOaEOG7KX4ZN	Complete	84439_	97.6	185
BUSCOaEOG77TCKC	Duplicated	19797_	251.8	226
BUSCOaEOG7C5ZPF	Duplicated	25662_	332.0	444
BUSCOaEOG7B0HVZ	Duplicated	77748_	156.9	130
BUSCOaEOG7T23RQ	Duplicated	18119_	518.6	326
BUSCOaEOG75XV14	Complete	46597_	367.6	258
BUSCOaEOG7FRKX6	Complete	51753_	299.2	295
BUSCOaEOG7FRKW6	Fragmented	51597_	617.9	453
BUSCOaEOG7DP188	Complete	45652_	827.1	667
BUSCOaEOG7X435F	Duplicated	115901_	802.4	577
BUSCOaEOG79SSCF	Duplicated	68364_	313.6	194
BUSCOaEOG7WMR0T	Complete	71693_	243.8	196
BUSCOaEOG7TXXWV	Duplicated	104832_	524.8	424
BUSCOaEOG7DG8S2	Duplicated	54553_	1760.0	1071
BUSCOaEOG7VBDWC	Duplicated	102865_	421.2	195
BUSCOaEOG7XQ9ND	Fragmented	10302_	168.4	87
BUSCOaEOG7R2PZK	Complete	49234_	901.1	650
BUSCOaEOG7M115P	Duplicated	115773_	745.2	604
BUSCOaEOG732M3X	Duplicated	64350_	349.8	200
BUSCOaEOG7K9XHZ	Complete	105707_	337.8	199
BUSCOaEOG7F2H7W	Duplicated	29172_	205.6	213
BUSCOaEOG7GV5H9	Fragmented	72015_	1592.8	1117
BUSCOaEOG7V4PD8	Complete	104029_	323.9	279
BUSCOaEOG7D5P2C	Complete	9062_	1247.8	643
BUSCOaEOG7F87QP	Duplicated	95769_	420.6	208
BUSCOaEOG7D2SVR	Complete	21406_	138.6	355
BUSCOaEOG74V8DZ	Complete	10977_	304.9	273
BUSCOaEOG76J2G1	Complete	109841_	406.2	413
BUSCOaEOG7S58MV	Duplicated	104519_	411.9	230
BUSCOaEOG7KHP0C	Fragmented	9092_	295.3	121
BUSCOaEOG73G332	Complete	80039_	280.5	226
BUSCOaEOG728N74	Complete	115811_	215.1	214
BUSCOaEOG7QS37Z	Duplicated	72928_	854.6	494
BUSCOaEOG7NSPH0	Complete	56014_	337.8	291
BUSCOaEOG7WXBPM	Duplicated	97032_	618.6	419
BUSCOaEOG7MQ3VG	Fragmented	49253_	496.8	376
BUSCOaEOG7RK265	Duplicated	52147_	347.7	237
BUSCOaEOG7X9TMX	Complete	88448_	1024.2	646
BUSCOaEOG7GJJSP	Fragmented	5709_	694.2	518
BUSCOaEOG7SRH1M	Duplicated	64016_	659.8	426
BUSCOaEOG70KV54	Complete	36669_	569.6	328
BUSCOaEOG72VVNT	Complete	4418_	157.0	120
BUSCOaEOG7K9XGX	Fragmented	107882_	646.1	301
BUSCOaEOG7JTK9Z	Fragmented	61871_	392.3	328
BUSCOaEOG79H5NR	Duplicated	73763_	306.0	160
BUSCOaEOG76MXP4	Fragmented	92235_	249.9	264
BUSCOaEOG722WPK	Fragmented	93792_	184.0	191
BUSCOaEOG7RK25R	Complete	83898_	603.8	460
BUSCOaEOG74RD5N	Complete	111533_	498.7	505
BUSCOaEOG79SSCF	Duplicated	68365_	284.6	177
BUSCOaEOG7VTS33	Duplicated	92808_	378.5	254
BUSCOaEOG7MT03H	Duplicated	88573_	705.8	447
BUSCOaEOG7J1MCW	Fragmented	17939_	505.7	304
BUSCOaEOG7W781D	Complete	39997_	684.1	752
BUSCOaEOG7FVG57	Duplicated	97305_	354.6	206
BUSCOaEOG7XMFBW	Complete	77088_	459.0	414
BUSCOaEOG7DZN0C	Duplicated	3401_	597.0	418
BUSCOaEOG7H7NG6	Duplicated	49472_	1508.5	696
BUSCOaEOG72P45D	Complete	57609_	170.0	222
BUSCOaEOG754W3B	Fragmented	114124_	677.0	424
BUSCOaEOG7P0F0X	Complete	51787_	153.8	103
BUSCOaEOG7RK265	Duplicated	52148_	343.7	233
BUSCOaEOG781416	Fragmented	39245_	1218.7	861
BUSCOaEOG73C6TG	Fragmented	108925_	488.3	302
BUSCOaEOG70WFVN	Duplicated	52287_	222.9	203
BUSCOaEOG7WTGFZ	Fragmented	39734_	77.2	116
BUSCOaEOG77DWMW	Complete	22703_	439.4	211
BUSCOaEOG7Z6NT0	Complete	36208_	242.3	269
BUSCOaEOG7DZN1F	Duplicated	15268_	264.2	140
BUSCOaEOG7K7289	Duplicated	80795_	741.3	614
BUSCOaEOG7RK269	Complete	44098_	570.6	333
BUSCOaEOG7JB75J	Duplicated	47328_	216.5	169
BUSCOaEOG793PQ3	Duplicated	90445_	197.2	97
BUSCOaEOG7R5K75	Duplicated	94259_	237.5	286
BUSCOaEOG78WZ6D	Complete	51630_	605.2	359
BUSCOaEOG7MWV9V	Fragmented	59642_	601.5	466
BUSCOaEOG71CT1P	Duplicated	58212_	412.5	302
BUSCOaEOG71369H	Duplicated	1658_	662.4	427
BUSCOaEOG7Z3SJJ	Complete	45399_	314.3	513
BUSCOaEOG7JQQ29	Complete	82913_	850.4	746
BUSCOaEOG7162KG	Duplicated	83696_	189.8	186
BUSCOaEOG7M115M	Complete	73801_	982.7	500
BUSCOaEOG7DP18F	Duplicated	85538_	485.3	443
BUSCOaEOG7Q30KR	Complete	52364_	675.1	526
BUSCOaEOG7FRKXV	Complete	66803_	370.9	204
BUSCOaEOG7WTGF4	Duplicated	87315_	1332.5	796
BUSCOaEOG7GFPKR	Duplicated	65272_	577.1	265
BUSCOaEOG7PCWWP	Complete	107899_	1034.3	736
BUSCOaEOG75BMKS	Duplicated	49555_	675.3	353
BUSCOaEOG7Z3SJC	Duplicated	15349_	349.5	597
BUSCOaEOG78WZ5P	Duplicated	27561_	805.0	568
BUSCOaEOG74Z4MF	Duplicated	68135_	695.8	597
BUSCOaEOG7R2PZC	Fragmented	57198_	1041.2	544
BUSCOaEOG7MWVBQ	Duplicated	35710_	439.8	374
BUSCOaEOG757RB0	Duplicated	95852_	2256.7	1334
BUSCOaEOG7HN4F9	Fragmented	102761_	315.7	243
BUSCOaEOG7RRSMW	Complete	7896_	813.2	781
BUSCOaEOG7F5CG1	Fragmented	71072_	516.9	315
BUSCOaEOG71PDSB	Complete	44074_	261.8	180
BUSCOaEOG754W4S	Complete	5312_	242.0	168
BUSCOaEOG7DVRRC	Duplicated	92545_	721.0	481
BUSCOaEOG7ZM4R6	Complete	5207_	976.6	718
BUSCOaEOG706C54	Complete	46435_	546.0	445
BUSCOaEOG7NWJR8	Complete	60311_	253.9	175
BUSCOaEOG7KMJ7G	Duplicated	92206_	315.4	275
BUSCOaEOG7N6G2R	Duplicated	48388_	330.4	331
BUSCOaEOG7D5P2P	Duplicated	27379_	538.1	571
BUSCOaEOG7DK52Z	Complete	20619_	247.5	128
BUSCOaEOG78DM0J	Complete	57068_	495.9	279
BUSCOaEOG7QKBT4	Complete	69447_	334.7	241
BUSCOaEOG74RD5S	Duplicated	100686_	310.5	247
BUSCOaEOG7V1T4G	Complete	93496_	1216.9	857
BUSCOaEOG7HR0PP	Complete	65216_	617.4	617
BUSCOaEOG7Z3SKW	Duplicated	94676_	356.6	201
BUSCOaEOG7DK511	Complete	38594_	874.8	573
BUSCOaEOG7G52TX	Complete	45701_	653.7	438
BUSCOaEOG7BD0SV	Complete	100333_	442.9	340
BUSCOaEOG7XDPXM	Complete	85189_	319.2	308
BUSCOaEOG7ZWRGM	Fragmented	55880_	405.4	284
BUSCOaEOG7Q04C7	Complete	72310_	456.5	281
BUSCOaEOG7XHK4S	Duplicated	14107_	506.6	243
BUSCOaEOG7F87PR	Fragmented	23108_	138.5	224
BUSCOaEOG7HFD0R	Complete	64848_	157.6	155
BUSCOaEOG78WZ68	Complete	7063_	625.6	447
BUSCOaEOG72P45B	Complete	102442_	391.4	175
BUSCOaEOG70WFV5	Complete	68245_	150.7	217
BUSCOaEOG7R8FGX	Complete	102957_	254.5	168
BUSCOaEOG7QGGK3	Fragmented	42920_	237.7	180
BUSCOaEOG7R2Q1K	Duplicated	65148_	192.8	168
BUSCOaEOG7HTVX2	Complete	70592_	585.4	397
BUSCOaEOG7Q04CG	Duplicated	81211_	251.6	258
BUSCOaEOG7T5017	Fragmented	89272_	356.2	372
BUSCOaEOG7BWC1G	Duplicated	86307_	173.6	137
BUSCOaEOG7RZJ4J	Duplicated	86940_	614.8	346
BUSCOaEOG7CW2C4	Fragmented	24985_	99.1	234
BUSCOaEOG7SC13W	Complete	48010_	303.8	235
BUSCOaEOG7FRKZ8	Complete	77475_	119.5	167
BUSCOaEOG76BB06	Complete	89494_	595.6	301
BUSCOaEOG7D5P35	Duplicated	58675_	337.9	230
BUSCOaEOG7FJVFK	Complete	103970_	136.7	231
BUSCOaEOG7455R9	Duplicated	34272_	180.9	167
BUSCOaEOG7HFCZP	Complete	72811_	690.3	480
BUSCOaEOG7K19SH	Fragmented	18831_	135.8	261
BUSCOaEOG7RNXFZ	Complete	73689_	175.8	195
BUSCOaEOG7J7BWD	Duplicated	4836_	592.8	541
BUSCOaEOG7PGS6C	Duplicated	4891_	277.6	142
BUSCOaEOG767FRJ	Complete	113153_	236.3	254
BUSCOaEOG7JXFJM	Fragmented	23416_	377.7	285
BUSCOaEOG7X436Q	Complete	25171_	275.3	130
BUSCOaEOG7W4CS3	Duplicated	111949_	452.3	392
BUSCOaEOG7H4S79	Duplicated	4698_	1780.9	784
BUSCOaEOG7ZWRH1	Duplicated	12480_	139.5	198
BUSCOaEOG7ZDD8C	Complete	47318_	771.5	519
BUSCOaEOG767FRQ	Complete	53428_	220.0	265
BUSCOaEOG7F5CG7	Complete	112486_	720.7	527
BUSCOaEOG7T500W	Complete	95623_	308.2	312
BUSCOaEOG7WHVS8	Complete	27027_	176.1	183
BUSCOaEOG74Z4MT	Complete	115311_	339.3	307
BUSCOaEOG76F675	Duplicated	93612_	299.1	213
BUSCOaEOG7JMTT8	Duplicated	108062_	863.7	876
BUSCOaEOG7M6RPH	Duplicated	66025_	238.3	259
BUSCOaEOG77DWM6	Duplicated	65256_	722.6	400
BUSCOaEOG7G7Z4W	Duplicated	111947_	222.3	124
BUSCOaEOG7D2SVM	Duplicated	98131_	254.1	322
BUSCOaEOG7MQ3VS	Duplicated	70106_	237.4	315
BUSCOaEOG7H1X26	Duplicated	73837_	199.5	113
BUSCOaEOG7QCM97	Complete	62999_	789.1	515
BUSCOaEOG7F5CG1	Fragmented	71073_	523.0	317
BUSCOaEOG74RD4V	Fragmented	77988_	601.1	315
BUSCOaEOG7SJRK0	Duplicated	91507_	220.0	502
BUSCOaEOG7JXFKS	Complete	22305_	224.5	203
BUSCOaEOG771DP3	Complete	112815_	443.6	242
BUSCOaEOG7748X4	Duplicated	52267_	357.4	217
BUSCOaEOG7W1HKM	Complete	89508_	171.0	114
BUSCOaEOG7N9B8V	Duplicated	27660_	755.8	404
BUSCOaEOG7D8J9T	Duplicated	15664_	661.8	617
BUSCOaEOG7G52W1	Duplicated	51565_	752.0	565
BUSCOaEOG71PDRT	Complete	75606_	446.5	271
BUSCOaEOG7W7826	Complete	73406_	210.3	143
BUSCOaEOG7DG8TH	Complete	79369_	263.1	193
BUSCOaEOG754W3Q	Complete	71063_	714.7	493
BUSCOaEOG7CS660	Duplicated	47668_	65.8	76
BUSCOaEOG76TP59	Complete	60744_	838.5	504
BUSCOaEOG74RD5S	Duplicated	57010_	310.9	246
BUSCOaEOG7MDH4Q	Fragmented	114937_	258.6	230
BUSCOaEOG7GNF22	Duplicated	95439_	933.0	479
BUSCOaEOG7GNF1M	Duplicated	111737_	1118.6	751
BUSCOaEOG72CHFD	Duplicated	107931_	345.9	208
BUSCOaEOG71KJJF	Fragmented	14274_	76.6	64
BUSCOaEOG7W4CTH	Duplicated	67160_	228.2	139
BUSCOaEOG74FSG2	Duplicated	57330_	349.2	176
BUSCOaEOG7CGKCW	Complete	94089_	1131.9	682
BUSCOaEOG7ZQ11F	Complete	102371_	270.0	177
BUSCOaEOG75XV0T	Complete	20375_	1023.9	711
BUSCOaEOG7ZQ101	Duplicated	75586_	1334.2	1001
BUSCOaEOG78T2ZS	Duplicated	81924_	218.2	255
BUSCOaEOG7ZM4S8	Duplicated	72334_	337.2	356
BUSCOaEOG7J7BWG	Complete	4626_	298.1	220
BUSCOaEOG7CCQ4W	Duplicated	3725_	537.0	533
BUSCOaEOG7PGS60	Complete	44289_	313.4	190
BUSCOaEOG7201GX	Fragmented	33463_	143.5	116
BUSCOaEOG7ZWRFZ	Complete	24056_	1096.5	491
BUSCOaEOG7S2DCK	Duplicated	60742_	487.0	317
BUSCOaEOG7CZXMK	Complete	75939_	323.6	254
BUSCOaEOG7HXR6G	Complete	28263_	230.6	117
BUSCOaEOG7B94K0	Complete	51954_	402.6	211
BUSCOaEOG7FC3Z3	Complete	111735_	455.3	375
BUSCOaEOG71KJGM	Fragmented	45936_	2351.6	1571
BUSCOaEOG70GZWW	Duplicated	55962_	945.0	436
BUSCOaEOG7J4GMR	Complete	92997_	1215.6	619
BUSCOaEOG7D5P35	Duplicated	25891_	393.9	264
BUSCOaEOG7C8TZH	Duplicated	81091_	319.2	182
BUSCOaEOG7S2DCS	Duplicated	81108_	367.8	281
BUSCOaEOG7NKZ1C	Duplicated	5007_	369.7	218
BUSCOaEOG7CP9W3	Complete	56205_	612.4	374
BUSCOaEOG7Q8R3Q	Duplicated	63866_	196.9	147
BUSCOaEOG7MM7NJ	Complete	81422_	359.5	139
BUSCOaEOG784084	Complete	103212_	515.6	598
BUSCOaEOG7M9MWH	Duplicated	36207_	463.3	389
BUSCOaEOG7VTS23	Complete	79202_	419.1	533
BUSCOaEOG78MBHV	Duplicated	69419_	120.4	105
BUSCOaEOG7WXBQT	Fragmented	22524_	134.4	111
BUSCOaEOG7Z0XBX	Duplicated	21092_	249.4	177
BUSCOaEOG7PCWXN	Complete	55271_	402.2	286
BUSCOaEOG725RXR	Complete	39674_	363.2	466
BUSCOaEOG7VTS2T	Duplicated	66758_	456.1	224
BUSCOaEOG7ZSW7P	Complete	19017_	178.5	283
BUSCOaEOG7KHP0X	Complete	90106_	328.4	273
BUSCOaEOG7ZDD96	Complete	62948_	424.0	281
BUSCOaEOG7FVG6B	Duplicated	94484_	124.0	175
BUSCOaEOG7JB744	Complete	86094_	723.1	375
BUSCOaEOG7XT5V2	Duplicated	56074_	307.5	370
BUSCOaEOG764KH8	Complete	26062_	433.3	249
BUSCOaEOG7XQ9KG	Complete	99904_	1512.5	1022
BUSCOaEOG78MBFT	Duplicated	54097_	618.3	570
BUSCOaEOG700MQ2	Complete	46415_	501.0	287
BUSCOaEOG7VQWTV	Duplicated	95748_	490.5	269
BUSCOaEOG74NHXH	Fragmented	79752_	407.3	356
BUSCOaEOG7Z9J2M	Duplicated	109966_	220.6	184
BUSCOaEOG7GFPK7	Duplicated	39580_	420.2	455
BUSCOaEOG7SFWBV	Duplicated	57317_	187.4	203
BUSCOaEOG7BKR8Q	Duplicated	69383_	265.5	215
BUSCOaEOG7K4617	Fragmented	80622_	797.8	373
BUSCOaEOG7VBDVF	Duplicated	85972_	792.5	615
BUSCOaEOG738BK4	Duplicated	55334_	220.0	209
BUSCOaEOG7MM7N3	Complete	15409_	478.9	233
BUSCOaEOG7ZWRH1	Duplicated	72039_	241.8	188
BUSCOaEOG7FRKWK	Duplicated	75486_	367.3	258
BUSCOaEOG7162HW	Fragmented	24614_	108.6	104
BUSCOaEOG7N9B8V	Duplicated	79150_	751.8	404
BUSCOaEOG7Q04C4	Complete	97890_	493.9	307
BUSCOaEOG7Z0X9V	Complete	27557_	382.3	316
BUSCOaEOG7W7821	Duplicated	98307_	120.4	187
BUSCOaEOG7D5P26	Fragmented	36952_	321.8	374
BUSCOaEOG71GP8V	Complete	86932_	315.5	238
BUSCOaEOG7T23RQ	Duplicated	53336_	618.7	388
BUSCOaEOG79SSCC	Duplicated	75351_	505.2	326
BUSCOaEOG786VJV	Duplicated	22366_	191.5	129
BUSCOaEOG7RZJ4Z	Duplicated	90263_	226.6	210
BUSCOaEOG7TR6GQ	Complete	73368_	105.8	97
BUSCOaEOG74BX7P	Duplicated	91958_	228.6	377
BUSCOaEOG76XJF0	Complete	53820_	512.7	394
BUSCOaEOG7WHVRM	Complete	74871_	362.6	299
BUSCOaEOG7QCMB3	Duplicated	90593_	364.7	312
BUSCOaEOG7XMFBQ	Fragmented	91514_	589.1	542
BUSCOaEOG7BKR9C	Duplicated	78975_	220.1	113
BUSCOaEOG72P45Q	Duplicated	113489_	233.6	123
BUSCOaEOG7XQ9KD	Fragmented	64467_	155.2	356
BUSCOaEOG7J4GNP	Complete	30530_	276.3	324
BUSCOaEOG7PGS6D	Duplicated	64724_	180.2	124
BUSCOaEOG7N3KT8	Complete	71127_	374.9	460
BUSCOaEOG7201J0	Complete	96224_	119.0	138
BUSCOaEOG7QKBSH	Duplicated	34836_	574.0	506
BUSCOaEOG7GR9B5	Duplicated	104525_	220.1	167
BUSCOaEOG74BX7N	Complete	103257_	169.4	169
BUSCOaEOG7HTVXS	Duplicated	94490_	505.8	323
BUSCOaEOG7FZBDH	Duplicated	25225_	267.9	282
BUSCOaEOG7N0QK5	Duplicated	52120_	251.1	267
BUSCOaEOG7Z6NV0	Duplicated	93263_	264.5	142
BUSCOaEOG7WHVRC	Fragmented	46525_	199.8	369
BUSCOaEOG7CZXMP	Duplicated	73389_	770.3	372
BUSCOaEOG7QGGJ3	Duplicated	31480_	794.5	531
BUSCOaEOG790TDR	Fragmented	15887_	224.7	289
BUSCOaEOG7DZN0Q	Duplicated	63061_	491.2	298
BUSCOaEOG7GNF25	Complete	83226_	592.9	847
BUSCOaEOG7ZH8HH	Duplicated	24940_	847.4	383
BUSCOaEOG7ZQ0ZZ	Duplicated	95537_	680.1	752
