#BUSCO_group	Status	Transcript	Bitscore	Length
BUSCOaEOG7S2DBW	Fragmented	TRINITY_DN87892_c0_g1_i1	318.4	216
BUSCOaEOG7MHCBW	Duplicated	TRINITY_DN93376_c0_g1_i3	1418.2	1002
BUSCOaEOG7KQDHK	Complete	TRINITY_DN93029_c3_g1_i1	94.8	90
BUSCOaEOG7QP716	Duplicated	TRINITY_DN92629_c0_g3_i7	982.5	608
BUSCOaEOG72P448	Duplicated	TRINITY_DN93237_c8_g1_i1	478.8	524
BUSCOaEOG7J7BX1	Duplicated	TRINITY_DN92861_c4_g1_i1	322.2	169
BUSCOaEOG79H5NR	Duplicated	TRINITY_DN93353_c5_g10_i1	306.0	160
BUSCOaEOG7J1MDX	Duplicated	TRINITY_DN91301_c6_g5_i5	264.7	213
BUSCOaEOG7GJJT6	Duplicated	TRINITY_DN91422_c0_g1_i4	456.2	453
BUSCOaEOG7J7BX1	Duplicated	TRINITY_DN92861_c4_g1_i4	313.5	154
BUSCOaEOG72S0CR	Fragmented	TRINITY_DN88001_c0_g1_i1	174.7	232
BUSCOaEOG7TXXWZ	Complete	TRINITY_DN91238_c0_g1_i1	608.1	378
BUSCOaEOG7M6RN0	Fragmented	TRINITY_DN90060_c4_g1_i2	465.6	346
BUSCOaEOG7ND6K2	Duplicated	TRINITY_DN85842_c0_g1_i2	165.9	126
BUSCOaEOG7C5ZPF	Duplicated	TRINITY_DN93172_c9_g1_i1	332.0	444
BUSCOaEOG703GZ4	Duplicated	TRINITY_DN92559_c0_g1_i3	245.2	175
BUSCOaEOG7C5ZQG	Complete	TRINITY_DN88015_c1_g1_i2	211.2	156
BUSCOaEOG70D3PG	Complete	TRINITY_DN90676_c0_g1_i1	242.5	196
BUSCOaEOG7SZ7HN	Duplicated	TRINITY_DN89189_c2_g1_i5	500.9	412
BUSCOaEOG76XJD4	Complete	TRINITY_DN90105_c0_g1_i2	854.5	626
BUSCOaEOG7JB753	Duplicated	TRINITY_DN92726_c4_g1_i2	149.3	156
BUSCOaEOG7FRKWK	Duplicated	TRINITY_DN93087_c0_g1_i9	495.2	335
BUSCOaEOG7KT8PK	Fragmented	TRINITY_DN92369_c10_g1_i1	529.3	352
BUSCOaEOG76TP56	Complete	TRINITY_DN90989_c0_g2_i2	1016.6	738
BUSCOaEOG7ZSW8F	Duplicated	TRINITY_DN86625_c0_g1_i2	129.4	145
BUSCOaEOG7ZWRH0	Duplicated	TRINITY_DN91732_c8_g1_i8	226.4	223
BUSCOaEOG725RZF	Fragmented	TRINITY_DN83724_c0_g1_i1	189.4	138
BUSCOaEOG7V4PFD	Duplicated	TRINITY_DN87354_c1_g2_i2	108.6	120
BUSCOaEOG7R8FFX	Complete	TRINITY_DN88825_c0_g1_i2	562.6	339
BUSCOaEOG7XX23R	Duplicated	TRINITY_DN91763_c1_g1_i2	228.9	413
BUSCOaEOG7BD0RM	Fragmented	TRINITY_DN84404_c0_g1_i2	183.1	351
BUSCOaEOG73VK0B	Duplicated	TRINITY_DN84981_c0_g1_i1	457.9	333
BUSCOaEOG7C0772	Duplicated	TRINITY_DN89636_c3_g3_i1	303.1	322
BUSCOaEOG7SJRJP	Fragmented	TRINITY_DN92776_c2_g2_i1	296.5	177
BUSCOaEOG793PNF	Fragmented	TRINITY_DN91683_c3_g3_i1	300.0	382
BUSCOaEOG7R8FFG	Complete	TRINITY_DN88593_c0_g1_i1	867.0	653
BUSCOaEOG7HJ880	Duplicated	TRINITY_DN93154_c5_g1_i2	164.3	137
BUSCOaEOG7CW2BN	Duplicated	TRINITY_DN90577_c5_g3_i2	685.1	493
BUSCOaEOG78MBJ3	Complete	TRINITY_DN93341_c1_g2_i4	126.7	126
BUSCOaEOG7BSGQG	Duplicated	TRINITY_DN90715_c0_g1_i4	909.8	496
BUSCOaEOG7ZSW6Z	Duplicated	TRINITY_DN92100_c0_g1_i2	862.5	618
BUSCOaEOG7QVZHC	Duplicated	TRINITY_DN83011_c0_g1_i4	332.2	320
BUSCOaEOG7CP9WV	Duplicated	TRINITY_DN88455_c0_g2_i2	283.6	303
BUSCOaEOG7N9B9S	Complete	TRINITY_DN73421_c0_g1_i1	79.0	243
BUSCOaEOG7V1T4D	Fragmented	TRINITY_DN87853_c0_g1_i1	713.7	340
BUSCOaEOG7DK51B	Duplicated	TRINITY_DN85554_c2_g1_i2	481.1	433
BUSCOaEOG7ZWRJ0	Complete	TRINITY_DN77153_c0_g1_i1	227.4	126
BUSCOaEOG7FJVDM	Fragmented	TRINITY_DN91251_c1_g1_i1	235.3	278
BUSCOaEOG7S2DF0	Complete	TRINITY_DN91070_c0_g1_i1	73.8	63
BUSCOaEOG7WB499	Duplicated	TRINITY_DN91133_c2_g1_i5	296.0	148
BUSCOaEOG77QHBH	Duplicated	TRINITY_DN93493_c0_g2_i2	262.9	284
BUSCOaEOG7Z3SJW	Duplicated	TRINITY_DN92206_c1_g2_i4	585.7	362
BUSCOaEOG77TCKC	Complete	TRINITY_DN89465_c0_g2_i1	419.0	253
BUSCOaEOG7TFKQ2	Duplicated	TRINITY_DN90393_c0_g1_i2	1649.1	1080
BUSCOaEOG7ZSW6V	Complete	TRINITY_DN90695_c0_g1_i1	1015.1	636
BUSCOaEOG7JHZKF	Duplicated	TRINITY_DN93391_c4_g2_i3	1138.4	664
BUSCOaEOG738BK8	Complete	TRINITY_DN68560_c0_g1_i1	373.8	293
BUSCOaEOG7201H7	Duplicated	TRINITY_DN83301_c0_g1_i1	213.3	243
BUSCOaEOG7M115C	Complete	TRINITY_DN84743_c0_g1_i1	507.7	734
BUSCOaEOG77B1BS	Fragmented	TRINITY_DN83712_c1_g1_i1	279.5	375
BUSCOaEOG7M6RPH	Duplicated	TRINITY_DN89299_c0_g1_i1	205.8	234
BUSCOaEOG74Z4N2	Duplicated	TRINITY_DN90253_c0_g1_i4	230.4	298
BUSCOaEOG76QT04	Complete	TRINITY_DN92946_c3_g1_i3	195.3	116
BUSCOaEOG7HN4F9	Fragmented	TRINITY_DN90625_c0_g1_i1	315.7	243
BUSCOaEOG79H5MN	Complete	TRINITY_DN93531_c4_g1_i1	645.5	512
BUSCOaEOG7M9MXR	Complete	TRINITY_DN93934_c1_g1_i1	333.8	181
BUSCOaEOG7G52V8	Complete	TRINITY_DN90604_c1_g3_i6	1066.9	660
BUSCOaEOG7XDPW2	Fragmented	TRINITY_DN89134_c2_g1_i1	758.9	412
BUSCOaEOG7P65F5	Fragmented	TRINITY_DN91878_c0_g1_i3	433.0	326
BUSCOaEOG7GNF2F	Duplicated	TRINITY_DN93024_c7_g1_i4	365.2	233
BUSCOaEOG75TZSZ	Duplicated	TRINITY_DN84243_c0_g2_i2	379.5	172
BUSCOaEOG7HBHQ5	Duplicated	TRINITY_DN93365_c1_g1_i7	1023.3	638
BUSCOaEOG70SKMZ	Duplicated	TRINITY_DN90373_c0_g1_i2	203.3	216
BUSCOaEOG77HRTH	Duplicated	TRINITY_DN93550_c1_g1_i2	1878.8	1141
BUSCOaEOG7ZQ0ZZ	Duplicated	TRINITY_DN93160_c2_g1_i7	1264.7	789
BUSCOaEOG7TFKPZ	Duplicated	TRINITY_DN92474_c0_g1_i1	1213.4	661
BUSCOaEOG7MM7KQ	Fragmented	TRINITY_DN79178_c0_g1_i1	605.3	266
BUSCOaEOG786VJT	Complete	TRINITY_DN85065_c0_g2_i1	219.3	147
BUSCOaEOG70WFTN	Complete	TRINITY_DN89144_c0_g1_i4	622.6	413
BUSCOaEOG7B3D2H	Complete	TRINITY_DN93325_c0_g1_i1	100.6	112
BUSCOaEOG7M6RN0	Fragmented	TRINITY_DN87504_c0_g1_i1	439.6	396
BUSCOaEOG7K462H	Complete	TRINITY_DN92841_c1_g1_i1	247.7	169
BUSCOaEOG722WQC	Duplicated	TRINITY_DN92639_c0_g1_i2	108.4	173
BUSCOaEOG7RK25F	Complete	TRINITY_DN92608_c1_g2_i1	1040.9	619
BUSCOaEOG7Q8R2S	Fragmented	TRINITY_DN91697_c0_g2_i2	455.2	200
BUSCOaEOG7RC9QT	Duplicated	TRINITY_DN92158_c9_g2_i2	169.3	145
BUSCOaEOG738BJZ	Duplicated	TRINITY_DN92608_c2_g1_i2	771.4	461
BUSCOaEOG77DWMJ	Duplicated	TRINITY_DN93272_c2_g1_i1	621.1	426
BUSCOaEOG7JMTT8	Duplicated	TRINITY_DN91357_c5_g2_i3	863.7	876
BUSCOaEOG7DCDJZ	Duplicated	TRINITY_DN93173_c0_g1_i1	590.7	326
BUSCOaEOG72S0BT	Duplicated	TRINITY_DN93706_c4_g1_i1	1529.3	1268
BUSCOaEOG70GZWR	Duplicated	TRINITY_DN91600_c2_g1_i1	279.6	278
BUSCOaEOG7GJJVK	Complete	TRINITY_DN86618_c1_g1_i4	138.2	200
BUSCOaEOG7J7BX3	Fragmented	TRINITY_DN83128_c0_g1_i1	208.6	151
BUSCOaEOG7FG06N	Duplicated	TRINITY_DN93418_c1_g1_i1	359.4	242
BUSCOaEOG7RZJ5H	Complete	TRINITY_DN93067_c3_g2_i5	297.1	283
BUSCOaEOG7B689F	Fragmented	TRINITY_DN93934_c2_g1_i3	104.6	59
BUSCOaEOG72K7Z1	Complete	TRINITY_DN87926_c1_g1_i1	181.3	154
BUSCOaEOG72GCN0	Fragmented	TRINITY_DN90513_c1_g2_i2	613.8	467
BUSCOaEOG7GV5JV	Fragmented	TRINITY_DN84585_c0_g1_i2	259.7	165
BUSCOaEOG7WMR0P	Duplicated	TRINITY_DN91787_c0_g1_i2	437.6	658
BUSCOaEOG7F2H81	Complete	TRINITY_DN86478_c0_g1_i1	273.5	224
BUSCOaEOG7KDSS2	Duplicated	TRINITY_DN93080_c5_g1_i4	225.1	164
BUSCOaEOG7TFKRR	Duplicated	TRINITY_DN82999_c1_g1_i1	176.0	141
BUSCOaEOG7QP71W	Fragmented	TRINITY_DN92121_c1_g3_i3	251.4	186
BUSCOaEOG7WF0H6	Duplicated	TRINITY_DN87435_c2_g3_i1	554.7	297
BUSCOaEOG7KX4XH	Fragmented	TRINITY_DN84787_c3_g1_i1	332.7	226
BUSCOaEOG7G7Z3S	Complete	TRINITY_DN93153_c0_g1_i2	374.9	346
BUSCOaEOG72K7W6	Duplicated	TRINITY_DN93473_c0_g1_i3	694.8	577
BUSCOaEOG7DK51B	Duplicated	TRINITY_DN85554_c2_g1_i3	491.3	433
BUSCOaEOG77X7T5	Complete	TRINITY_DN87378_c0_g1_i2	404.5	290
BUSCOaEOG7GFPKR	Duplicated	TRINITY_DN92265_c5_g2_i6	556.2	260
BUSCOaEOG7C33DZ	Fragmented	TRINITY_DN88535_c1_g1_i1	517.0	335
BUSCOaEOG7Z6NS7	Duplicated	TRINITY_DN92265_c4_g2_i1	673.0	426
BUSCOaEOG7JQQ37	Duplicated	TRINITY_DN87774_c2_g1_i1	342.4	269
BUSCOaEOG7WXBQ5	Fragmented	TRINITY_DN85494_c0_g1_i1	190.8	178
BUSCOaEOG7GR9B5	Duplicated	TRINITY_DN81825_c0_g2_i1	250.3	172
BUSCOaEOG7B94HV	Fragmented	TRINITY_DN91737_c4_g1_i2	460.9	443
BUSCOaEOG75R3KC	Duplicated	TRINITY_DN92536_c0_g1_i4	250.5	170
BUSCOaEOG757RCH	Duplicated	TRINITY_DN86657_c0_g3_i1	307.3	184
BUSCOaEOG7QP71P	Complete	TRINITY_DN90071_c0_g1_i1	593.4	348
BUSCOaEOG7XDPVX	Complete	TRINITY_DN92739_c1_g1_i1	847.2	470
BUSCOaEOG7Z0X97	Duplicated	TRINITY_DN65010_c0_g1_i1	1202.7	562
BUSCOaEOG7KDSRF	Duplicated	TRINITY_DN88694_c0_g1_i2	571.7	340
BUSCOaEOG7KDSR6	Complete	TRINITY_DN90023_c0_g1_i1	478.8	594
BUSCOaEOG7X16XF	Duplicated	TRINITY_DN91650_c4_g1_i1	278.3	459
BUSCOaEOG74NHX6	Duplicated	TRINITY_DN77233_c0_g1_i1	525.3	383
BUSCOaEOG7B94HV	Fragmented	TRINITY_DN91737_c4_g1_i1	526.6	491
BUSCOaEOG732M37	Duplicated	TRINITY_DN78403_c0_g1_i1	539.6	401
BUSCOaEOG7S84WB	Duplicated	TRINITY_DN89775_c1_g1_i7	175.6	145
BUSCOaEOG7520X0	Duplicated	TRINITY_DN88725_c0_g1_i1	264.7	168
BUSCOaEOG7QCMB9	Duplicated	TRINITY_DN90871_c1_g1_i6	365.1	238
BUSCOaEOG7BWC00	Duplicated	TRINITY_DN89175_c0_g1_i2	159.5	377
BUSCOaEOG7J4GMR	Duplicated	TRINITY_DN91342_c0_g1_i2	1214.0	629
BUSCOaEOG7BSGSM	Duplicated	TRINITY_DN92716_c2_g1_i4	142.7	127
BUSCOaEOG7CGKG3	Complete	TRINITY_DN78460_c0_g1_i1	131.1	93
BUSCOaEOG7TNB5T	Fragmented	TRINITY_DN93768_c0_g1_i2	564.1	334
BUSCOaEOG754W4M	Complete	TRINITY_DN90166_c0_g1_i1	291.7	361
BUSCOaEOG7N6G1S	Complete	TRINITY_DN87621_c2_g1_i1	1012.9	589
BUSCOaEOG7C33GD	Duplicated	TRINITY_DN93685_c5_g4_i3	225.6	436
BUSCOaEOG7KT8R4	Duplicated	TRINITY_DN90244_c2_g1_i6	238.6	234
BUSCOaEOG7VBDVW	Duplicated	TRINITY_DN88172_c3_g1_i1	483.8	279
BUSCOaEOG7T23RC	Duplicated	TRINITY_DN83648_c0_g1_i1	933.7	630
BUSCOaEOG7ZM4R7	Duplicated	TRINITY_DN90714_c0_g1_i4	659.0	481
BUSCOaEOG703GX6	Fragmented	TRINITY_DN23858_c0_g1_i1	410.1	285
BUSCOaEOG7X6ZD8	Duplicated	TRINITY_DN93860_c4_g2_i4	609.8	413
BUSCOaEOG771DMV	Complete	TRINITY_DN92049_c0_g1_i9	868.5	839
BUSCOaEOG7HBHR1	Duplicated	TRINITY_DN93354_c1_g1_i12	463.9	444
BUSCOaEOG7GZ1S7	Duplicated	TRINITY_DN92456_c2_g1_i4	472.8	373
BUSCOaEOG78MBFT	Duplicated	TRINITY_DN83351_c0_g1_i1	618.3	570
BUSCOaEOG7D8JBG	Duplicated	TRINITY_DN93374_c7_g2_i2	342.6	290
BUSCOaEOG7G7Z3K	Complete	TRINITY_DN87149_c0_g1_i1	479.2	308
BUSCOaEOG7S2DD2	Complete	TRINITY_DN88350_c0_g1_i1	243.0	295
BUSCOaEOG7Q04CG	Duplicated	TRINITY_DN89854_c1_g1_i1	423.7	292
BUSCOaEOG75R3KC	Duplicated	TRINITY_DN92536_c0_g1_i1	250.4	170
BUSCOaEOG7N0QK9	Fragmented	TRINITY_DN90837_c1_g2_i4	456.4	291
BUSCOaEOG7FVG6B	Duplicated	TRINITY_DN93752_c1_g1_i5	123.7	175
BUSCOaEOG7VBDVK	Duplicated	TRINITY_DN93751_c4_g1_i3	324.0	492
BUSCOaEOG7748WZ	Complete	TRINITY_DN89890_c0_g1_i1	351.9	365
BUSCOaEOG7FJVF6	Duplicated	TRINITY_DN85703_c1_g1_i1	257.2	373
BUSCOaEOG7B6898	Duplicated	TRINITY_DN91628_c2_g1_i3	658.9	346
BUSCOaEOG79SS9V	Duplicated	TRINITY_DN91404_c1_g1_i6	965.6	524
BUSCOaEOG7S58KM	Duplicated	TRINITY_DN86496_c0_g2_i4	1749.8	1197
BUSCOaEOG7RZJ40	Fragmented	TRINITY_DN89817_c0_g2_i1	1109.3	587
BUSCOaEOG7WF0GR	Complete	TRINITY_DN90399_c0_g1_i2	783.9	516
BUSCOaEOG70PQD8	Duplicated	TRINITY_DN93540_c4_g1_i2	205.1	133
BUSCOaEOG7J4GNM	Duplicated	TRINITY_DN90711_c0_g1_i1	508.7	255
BUSCOaEOG7DVRR6	Fragmented	TRINITY_DN90675_c0_g1_i1	522.1	360
BUSCOaEOG7FG06N	Duplicated	TRINITY_DN93418_c1_g1_i3	359.4	242
BUSCOaEOG7F87QN	Complete	TRINITY_DN81895_c0_g1_i2	491.3	243
BUSCOaEOG7B94KB	Complete	TRINITY_DN85187_c0_g1_i1	322.2	147
BUSCOaEOG7B3D39	Complete	TRINITY_DN86376_c0_g1_i1	244.0	152
BUSCOaEOG7QGGJ3	Duplicated	TRINITY_DN91971_c1_g1_i3	795.1	531
BUSCOaEOG7W1HJ2	Duplicated	TRINITY_DN88861_c1_g1_i1	825.4	449
BUSCOaEOG7F87Q3	Fragmented	TRINITY_DN86296_c0_g1_i1	242.3	278
BUSCOaEOG7QVZJ1	Duplicated	TRINITY_DN93924_c1_g5_i1	203.0	180
BUSCOaEOG7NKZ0B	Duplicated	TRINITY_DN86024_c0_g1_i1	1200.8	613
BUSCOaEOG7ND6K1	Complete	TRINITY_DN91152_c2_g1_i6	232.5	144
BUSCOaEOG7GBTBQ	Fragmented	TRINITY_DN85910_c1_g2_i1	206.1	205
BUSCOaEOG75FGT7	Complete	TRINITY_DN92854_c0_g1_i1	1077.3	555
BUSCOaEOG7MM7N4	Duplicated	TRINITY_DN87148_c0_g1_i2	266.3	212
BUSCOaEOG7BGW2K	Duplicated	TRINITY_DN92454_c1_g2_i5	151.2	122
BUSCOaEOG72CHFF	Complete	TRINITY_DN80413_c0_g1_i1	527.5	344
BUSCOaEOG70SKNF	Complete	TRINITY_DN92147_c5_g1_i1	166.8	107
BUSCOaEOG75R3M5	Complete	TRINITY_DN96048_c0_g1_i1	102.8	77
BUSCOaEOG7GV5K1	Duplicated	TRINITY_DN52613_c0_g2_i1	204.3	150
BUSCOaEOG7QZTR8	Duplicated	TRINITY_DN92992_c1_g1_i1	654.5	678
BUSCOaEOG7QGGJG	Complete	TRINITY_DN87003_c0_g1_i1	582.0	494
BUSCOaEOG7N6G1F	Fragmented	TRINITY_DN90775_c3_g1_i1	1053.1	692
BUSCOaEOG7TR6F2	Fragmented	TRINITY_DN85510_c0_g1_i1	429.3	285
BUSCOaEOG7BD0S0	Complete	TRINITY_DN91932_c4_g1_i1	877.2	814
BUSCOaEOG78Q6Q4	Duplicated	TRINITY_DN93392_c1_g1_i4	666.3	503
BUSCOaEOG7PKNFJ	Complete	TRINITY_DN83596_c0_g1_i2	142.1	178
BUSCOaEOG7G26MN	Fragmented	TRINITY_DN89527_c4_g1_i1	405.8	279
BUSCOaEOG7JTK9G	Duplicated	TRINITY_DN90985_c4_g2_i2	794.8	428
BUSCOaEOG7T23SX	Duplicated	TRINITY_DN86495_c0_g1_i2	93.3	101
BUSCOaEOG76QT03	Complete	TRINITY_DN88755_c5_g1_i4	199.2	151
BUSCOaEOG72VVKX	Complete	TRINITY_DN89504_c4_g1_i3	879.5	615
BUSCOaEOG7JMTVQ	Complete	TRINITY_DN80334_c1_g2_i1	156.0	157
BUSCOaEOG7JHZKF	Duplicated	TRINITY_DN93391_c4_g2_i2	1138.6	664
BUSCOaEOG7S84VN	Duplicated	TRINITY_DN93469_c4_g2_i1	212.1	268
BUSCOaEOG7J4GNM	Duplicated	TRINITY_DN76447_c0_g1_i1	357.0	251
BUSCOaEOG7VQWT3	Complete	TRINITY_DN90480_c0_g1_i1	1038.0	542
BUSCOaEOG790TF4	Complete	TRINITY_DN87495_c0_g1_i1	530.3	497
BUSCOaEOG7JMTVJ	Complete	TRINITY_DN81819_c0_g1_i1	383.3	240
BUSCOaEOG7ZQ11H	Duplicated	TRINITY_DN93834_c5_g1_i5	314.0	245
BUSCOaEOG7NKZ0F	Duplicated	TRINITY_DN92702_c2_g1_i2	1030.4	507
BUSCOaEOG75TZSZ	Duplicated	TRINITY_DN84243_c0_g1_i1	401.7	204
BUSCOaEOG706C54	Duplicated	TRINITY_DN91019_c6_g1_i2	546.2	446
BUSCOaEOG7Q30M6	Duplicated	TRINITY_DN92096_c0_g1_i1	355.6	311
BUSCOaEOG7JQQ38	Duplicated	TRINITY_DN82565_c0_g1_i1	277.8	202
BUSCOaEOG7R5K79	Duplicated	TRINITY_DN92180_c9_g1_i1	204.4	175
BUSCOaEOG7W1HKQ	Complete	TRINITY_DN77318_c0_g1_i2	200.5	107
BUSCOaEOG7Q8R2S	Fragmented	TRINITY_DN91697_c0_g2_i3	529.2	276
BUSCOaEOG7GNF37	Duplicated	TRINITY_DN92129_c1_g2_i2	200.5	224
BUSCOaEOG74JNNW	Duplicated	TRINITY_DN88797_c1_g1_i2	589.3	589
BUSCOaEOG7TXXWC	Fragmented	TRINITY_DN85469_c1_g1_i1	753.1	539
BUSCOaEOG7FVG4B	Fragmented	TRINITY_DN81873_c2_g1_i1	342.1	268
BUSCOaEOG7D8JBG	Duplicated	TRINITY_DN93374_c7_g2_i3	300.9	195
BUSCOaEOG70KV44	Complete	TRINITY_DN82527_c0_g1_i1	437.7	341
BUSCOaEOG7GJJT1	Duplicated	TRINITY_DN91221_c1_g1_i3	627.6	467
BUSCOaEOG7X435K	Complete	TRINITY_DN81469_c0_g2_i1	608.7	340
BUSCOaEOG7DRWH8	Complete	TRINITY_DN87981_c1_g3_i6	906.2	504
BUSCOaEOG73G32M	Fragmented	TRINITY_DN85243_c0_g1_i5	366.1	177
BUSCOaEOG7SJRJ9	Complete	TRINITY_DN91338_c0_g2_i1	1404.0	1454
BUSCOaEOG7KDSQZ	Duplicated	TRINITY_DN92160_c0_g1_i1	368.2	586
BUSCOaEOG7C5ZPZ	Complete	TRINITY_DN89556_c0_g1_i1	298.7	292
BUSCOaEOG7P65G2	Complete	TRINITY_DN92034_c2_g1_i1	263.2	196
BUSCOaEOG77X7T8	Duplicated	TRINITY_DN89749_c5_g1_i2	412.9	242
BUSCOaEOG76QSZK	Fragmented	TRINITY_DN82037_c0_g1_i1	242.8	185
BUSCOaEOG7X16XF	Duplicated	TRINITY_DN86690_c2_g2_i1	277.8	458
BUSCOaEOG7B3D24	Fragmented	TRINITY_DN88093_c0_g1_i1	334.8	298
BUSCOaEOG7DP18F	Duplicated	TRINITY_DN93778_c5_g1_i1	485.3	443
BUSCOaEOG7SFW9J	Duplicated	TRINITY_DN90278_c4_g1_i4	914.0	601
BUSCOaEOG73ZF71	Complete	TRINITY_DN93219_c1_g1_i1	571.6	749
BUSCOaEOG7ZDD82	Complete	TRINITY_DN86965_c0_g1_i1	1289.1	953
BUSCOaEOG77TCKT	Duplicated	TRINITY_DN89186_c0_g1_i1	245.5	173
BUSCOaEOG757RBP	Complete	TRINITY_DN93217_c6_g1_i1	780.2	664
BUSCOaEOG7Q30M5	Duplicated	TRINITY_DN90146_c2_g1_i3	494.0	238
BUSCOaEOG7MDH45	Fragmented	TRINITY_DN89296_c0_g1_i1	709.5	374
BUSCOaEOG7Q5VT2	Fragmented	TRINITY_DN93931_c2_g1_i5	901.8	469
BUSCOaEOG77B1DF	Complete	TRINITY_DN78710_c0_g1_i1	314.6	189
BUSCOaEOG7CP9W3	Complete	TRINITY_DN93533_c4_g2_i2	639.9	438
BUSCOaEOG7CZXKF	Duplicated	TRINITY_DN90910_c3_g2_i2	1754.3	843
BUSCOaEOG74RD5S	Duplicated	TRINITY_DN91872_c6_g1_i2	318.9	259
BUSCOaEOG7Z9J2M	Duplicated	TRINITY_DN92403_c9_g4_i1	171.9	159
BUSCOaEOG7WMR02	Fragmented	TRINITY_DN79690_c2_g2_i1	155.3	221
BUSCOaEOG72GCN0	Fragmented	TRINITY_DN90513_c1_g2_i1	472.5	373
BUSCOaEOG7JTK9G	Duplicated	TRINITY_DN90985_c4_g2_i1	735.4	388
BUSCOaEOG7429H2	Duplicated	TRINITY_DN93270_c2_g2_i2	305.6	253
BUSCOaEOG7MHCC2	Duplicated	TRINITY_DN93489_c0_g2_i8	1237.1	596
BUSCOaEOG71S91S	Duplicated	TRINITY_DN88430_c0_g1_i1	143.8	102
BUSCOaEOG7MQ3V4	Duplicated	TRINITY_DN93548_c0_g1_i8	506.4	656
BUSCOaEOG7Q5VT2	Fragmented	TRINITY_DN93931_c2_g1_i2	901.5	469
BUSCOaEOG7CGKDQ	Fragmented	TRINITY_DN79998_c1_g1_i1	412.3	252
BUSCOaEOG7WTGG1	Duplicated	TRINITY_DN84895_c0_g1_i2	511.3	360
BUSCOaEOG7JMTTQ	Duplicated	TRINITY_DN90996_c0_g1_i2	586.2	457
BUSCOaEOG7B0HTF	Complete	TRINITY_DN93524_c11_g3_i1	656.5	393
BUSCOaEOG7D8J9T	Duplicated	TRINITY_DN86732_c0_g1_i1	710.9	402
BUSCOaEOG7PW84H	Fragmented	TRINITY_DN86350_c2_g1_i1	250.1	174
BUSCOaEOG7VTS26	Duplicated	TRINITY_DN92454_c0_g2_i1	368.2	462
BUSCOaEOG7BWBZP	Duplicated	TRINITY_DN90323_c3_g2_i4	593.9	515
BUSCOaEOG7HXR5M	Fragmented	TRINITY_DN83064_c0_g1_i3	271.9	189
BUSCOaEOG7QS38G	Duplicated	TRINITY_DN93536_c6_g1_i1	548.2	395
BUSCOaEOG7WQM7F	Complete	TRINITY_DN9405_c0_g2_i1	261.7	233
BUSCOaEOG7K19S2	Fragmented	TRINITY_DN93576_c2_g1_i4	960.3	543
BUSCOaEOG7C33GD	Duplicated	TRINITY_DN93685_c5_g4_i1	225.5	436
BUSCOaEOG75BMKN	Complete	TRINITY_DN88500_c0_g1_i1	570.9	399
BUSCOaEOG7HN4FF	Fragmented	TRINITY_DN92314_c2_g1_i2	369.5	396
BUSCOaEOG7H4S7J	Duplicated	TRINITY_DN93662_c5_g1_i4	366.0	545
BUSCOaEOG7H7NGT	Duplicated	TRINITY_DN91186_c1_g3_i3	635.8	357
BUSCOaEOG7J4GMG	Complete	TRINITY_DN83177_c0_g1_i1	1543.9	1202
BUSCOaEOG7XX228	Fragmented	TRINITY_DN88788_c0_g1_i1	464.8	282
BUSCOaEOG764KGR	Complete	TRINITY_DN91687_c6_g2_i2	581.6	495
BUSCOaEOG7HR0PP	Complete	TRINITY_DN92266_c1_g1_i1	617.4	617
BUSCOaEOG73RPR7	Fragmented	TRINITY_DN87332_c3_g1_i1	76.4	99
BUSCOaEOG7BWC0D	Duplicated	TRINITY_DN92540_c5_g2_i7	341.2	307
BUSCOaEOG7FC3Z3	Duplicated	TRINITY_DN90351_c1_g3_i2	467.5	384
BUSCOaEOG7XHK4W	Fragmented	TRINITY_DN92549_c2_g1_i1	223.5	231
BUSCOaEOG7G7Z3Z	Duplicated	TRINITY_DN90864_c2_g1_i4	474.4	299
BUSCOaEOG7MT038	Duplicated	TRINITY_DN93328_c7_g1_i2	513.1	461
BUSCOaEOG7Q5VVF	Complete	TRINITY_DN89990_c0_g1_i1	222.6	192
BUSCOaEOG7Q30KD	Fragmented	TRINITY_DN91949_c4_g2_i1	493.3	279
BUSCOaEOG75R3J2	Fragmented	TRINITY_DN83202_c0_g1_i1	309.0	603
BUSCOaEOG7P397X	Duplicated	TRINITY_DN93499_c2_g2_i2	149.2	122
BUSCOaEOG7B6898	Duplicated	TRINITY_DN91628_c2_g1_i5	659.3	344
BUSCOaEOG7FJVF3	Duplicated	TRINITY_DN89723_c0_g1_i1	511.6	302
BUSCOaEOG7JMTV2	Complete	TRINITY_DN91082_c0_g1_i1	483.7	330
BUSCOaEOG77QHBH	Duplicated	TRINITY_DN93493_c0_g2_i1	255.7	284
BUSCOaEOG7BKR83	Duplicated	TRINITY_DN91974_c5_g1_i9	548.9	386
BUSCOaEOG7162JF	Complete	TRINITY_DN91799_c0_g1_i1	676.6	439
BUSCOaEOG7BWC04	Complete	TRINITY_DN90589_c0_g1_i1	496.8	381
BUSCOaEOG7TJFZJ	Complete	TRINITY_DN89656_c2_g1_i1	656.8	477
BUSCOaEOG7S58MB	Fragmented	TRINITY_DN91840_c0_g1_i1	410.2	354
BUSCOaEOG732M37	Duplicated	TRINITY_DN78403_c0_g1_i2	539.6	401
BUSCOaEOG7S58KM	Duplicated	TRINITY_DN86496_c0_g2_i1	1739.2	1173
