Query Name	Accession	Subject Name	Taxonomy	Hsp Expect
-	gi|535537686|gb|EQW75920.1|	30S ribosomal protein S13	Escherichia coli UMEA 3121-1	-
-	gi|535543539|gb|EQW81709.1|	30S ribosomal protein S13	Escherichia coli UMEA 3122-1	-
-	gi|535546054|gb|EQW84177.1|	30S ribosomal protein S13	Escherichia coli UMEA 3124-1	-
-	gi|535551308|gb|EQW89317.1|	30S ribosomal protein S13	Escherichia coli UMEA 3139-1	-
-	gi|535561396|gb|EQW99041.1|	30S ribosomal protein S13	Escherichia coli UMEA 3152-1	-
-	gi|535563277|gb|EQX00998.1|	30S ribosomal protein S13	Escherichia coli UMEA 3140-1	-
-	gi|535569905|gb|EQX07497.1|	30S ribosomal protein S13	Escherichia coli UMEA 3159-1	-
-	gi|535570768|gb|EQX08351.1|	30S ribosomal protein S13	Escherichia coli UMEA 3155-1	-
-	gi|535578558|gb|EQX16017.1|	30S ribosomal protein S13	Escherichia coli UMEA 3161-1	-
-	gi|535578891|gb|EQX16347.1|	30S ribosomal protein S13	Escherichia coli UMEA 3160-1	-
-	gi|535587591|gb|EQX24924.1|	30S ribosomal protein S13	Escherichia coli UMEA 3162-1	-
-	gi|535592472|gb|EQX29728.1|	30S ribosomal protein S13	Escherichia coli UMEA 3163-1	-
-	gi|535593628|gb|EQX30875.1|	30S ribosomal protein S13	Escherichia coli UMEA 3172-1	-
-	gi|535603332|gb|EQX40364.1|	30S ribosomal protein S13	Escherichia coli UMEA 3175-1	-
-	gi|535604028|gb|EQX41045.1|	30S ribosomal protein S13	Escherichia coli UMEA 3173-1	-
-	gi|535612448|gb|EQX49315.1|	30S ribosomal protein S13	Escherichia coli UMEA 3174-1	-
-	gi|535616161|gb|EQX52951.1|	30S ribosomal protein S13	Escherichia coli UMEA 3176-1	-
-	gi|535617422|gb|EQX54203.1|	30S ribosomal protein S13	Escherichia coli UMEA 3178-1	-
-	gi|535627178|gb|EQX63776.1|	30S ribosomal protein S13	Escherichia coli UMEA 3185-1	-
-	gi|535630167|gb|EQX66721.1|	30S ribosomal protein S13	Escherichia coli UMEA 3180-1	-
-	gi|535637100|gb|EQX73499.1|	30S ribosomal protein S13	Escherichia coli UMEA 3193-1	-
-	gi|535640659|gb|EQX76995.1|	30S ribosomal protein S13	Escherichia coli UMEA 3190-1	-
-	gi|535645066|gb|EQX81280.1|	30S ribosomal protein S13	Escherichia coli UMEA 3199-1	-
-	gi|535648516|gb|EQX84676.1|	30S ribosomal protein S13	Escherichia coli UMEA 3200-1	-
-	gi|535656591|gb|EQX92583.1|	30S ribosomal protein S13	Escherichia coli UMEA 3201-1	-
-	gi|535661261|gb|EQX97127.1|	30S ribosomal protein S13	Escherichia coli UMEA 3203-1	-
-	gi|535661691|gb|EQX97553.1|	30S ribosomal protein S13	Escherichia coli UMEA 3206-1	-
-	gi|535672501|gb|EQY08132.1|	30S ribosomal protein S13	Escherichia coli UMEA 3208-1	-
-	gi|535676473|gb|EQY12013.1|	30S ribosomal protein S13	Escherichia coli UMEA 3215-1	-
-	gi|535679831|gb|EQY15301.1|	30S ribosomal protein S13	Escherichia coli UMEA 3212-1	-
-	gi|535684123|gb|EQY19499.1|	30S ribosomal protein S13	Escherichia coli UMEA 3216-1	-
-	gi|535690368|gb|EQY25635.1|	30S ribosomal protein S13	Escherichia coli UMEA 3217-1	-
-	gi|535694667|gb|EQY29863.1|	30S ribosomal protein S13	Escherichia coli UMEA 3220-1	-
-	gi|535701892|gb|EQY36919.1|	30S ribosomal protein S13	Escherichia coli UMEA 3221-1	-
-	gi|535705138|gb|EQY40089.1|	30S ribosomal protein S13	Escherichia coli UMEA 3222-1	-
-	gi|535705475|gb|EQY40422.1|	30S ribosomal protein S13	Escherichia coli UMEA 3230-1	-
-	gi|535717547|gb|EQY52233.1|	30S ribosomal protein S13	Escherichia coli UMEA 3233-1	-
-	gi|535718102|gb|EQY52780.1|	30S ribosomal protein S13	Escherichia coli UMEA 3244-1	-
-	gi|535722327|gb|EQY56958.1|	30S ribosomal protein S13	Escherichia coli UMEA 3240-1	-
-	gi|535730228|gb|EQY64676.1|	30S ribosomal protein S13	Escherichia coli UMEA 3264-1	-
-	gi|535733587|gb|EQY67987.1|	30S ribosomal protein S13	Escherichia coli UMEA 3257-1	-
-	gi|535739146|gb|EQY73417.1|	30S ribosomal protein S13	Escherichia coli UMEA 3268-1	-
-	gi|535746788|gb|EQY80777.1|	30S ribosomal protein S13	Escherichia coli UMEA 3304-1	-
-	gi|535751014|gb|EQY84907.1|	30S ribosomal protein S13	Escherichia coli UMEA 3314-1	-
-	gi|535756095|gb|EQY89884.1|	30S ribosomal protein S13	Escherichia coli UMEA 3317-1	-
-	gi|535761767|gb|EQY95358.1|	30S ribosomal protein S13	Escherichia coli UMEA 3329-1	-
-	gi|535763907|gb|EQY97475.1|	30S ribosomal protein S13	Escherichia coli UMEA 3337-1	-
-	gi|535764316|gb|EQY97880.1|	30S ribosomal protein S13	Escherichia coli UMEA 3318-1	-
-	gi|535775311|gb|EQZ08622.1|	30S ribosomal protein S13	Escherichia coli UMEA 3341-1	-
-	gi|535777338|gb|EQZ10621.1|	30S ribosomal protein S13	Escherichia coli UMEA 3355-1	-
-	gi|535782707|gb|EQZ15948.1|	30S ribosomal protein S13	Escherichia coli UMEA 3391-1	-
-	gi|535788561|gb|EQZ21709.1|	30S ribosomal protein S13	Escherichia coli UMEA 3490-1	-
-	gi|535797791|gb|EQZ30716.1|	30S ribosomal protein S13	Escherichia coli UMEA 3585-1	-
-	gi|535798413|gb|EQZ31331.1|	30S ribosomal protein S13	Escherichia coli UMEA 3592-1	-
-	gi|535803141|gb|EQZ35925.1|	30S ribosomal protein S13	Escherichia coli UMEA 3617-1	-
-	gi|535804211|gb|EQZ36983.1|	30S ribosomal protein S13	Escherichia coli UMEA 3609-1	-
-	gi|535815575|gb|EQZ48108.1|	30S ribosomal protein S13	Escherichia coli UMEA 3632-1	-
-	gi|535818365|gb|EQZ50875.1|	30S ribosomal protein S13	Escherichia coli UMEA 3656-1	-
-	gi|535820511|gb|EQZ53000.1|	30S ribosomal protein S13	Escherichia coli UMEA 3662-1	-
-	gi|535829992|gb|EQZ62366.1|	30S ribosomal protein S13	Escherichia coli UMEA 3682-1	-
-	gi|535830877|gb|EQZ63231.1|	30S ribosomal protein S13	Escherichia coli UMEA 3671-1	-
-	gi|535835604|gb|EQZ67897.1|	30S ribosomal protein S13	Escherichia coli UMEA 3687-1	-
-	gi|535840508|gb|EQZ72674.1|	30S ribosomal protein S13	Escherichia coli UMEA 3694-1	-
-	gi|535843659|gb|EQZ75804.1|	30S ribosomal protein S13	Escherichia coli UMEA 3702-1	-
-	gi|535854755|gb|EQZ86736.1|	30S ribosomal protein S13	Escherichia coli UMEA 3707-1	-
-	gi|535855859|gb|EQZ87832.1|	30S ribosomal protein S13	Escherichia coli UMEA 3703-1	-
-	gi|535857587|gb|EQZ89539.1|	30S ribosomal protein S13	Escherichia coli UMEA 3705-1	-
-	gi|535866013|gb|EQZ97753.1|	30S ribosomal protein S13	Escherichia coli UMEA 3718-1	-
-	gi|535871174|gb|ERA02811.1|	30S ribosomal protein S13	Escherichia coli UMEA 3805-1	-
-	gi|535874064|gb|ERA05660.1|	30S ribosomal protein S13	Escherichia coli UMEA 3821-1	-
-	gi|535883415|gb|ERA14787.1|	30S ribosomal protein S13	Escherichia coli UMEA 3889-1	-
-	gi|535885411|gb|ERA16762.1|	30S ribosomal protein S13	Escherichia coli UMEA 3834-1	-
-	gi|535886798|gb|ERA18128.1|	30S ribosomal protein S13	Escherichia coli UMEA 3893-1	-
-	gi|535899976|gb|ERA31072.1|	30S ribosomal protein S13	Escherichia coli UMEA 3955-1	-
-	gi|535903307|gb|ERA34278.1|	30S ribosomal protein S13	Escherichia coli UMEA 4075-1	-
-	gi|535906427|gb|ERA37780.1|	30S ribosomal protein S13	Escherichia coli UMEA 3899-1	-
-	gi|535912220|gb|ERA42948.1|	30S ribosomal protein S13	Escherichia coli UMEA 4207-1	-
-	gi|535915905|gb|ERA46569.1|	30S ribosomal protein S13	Escherichia coli UMEA 4076-1	-
-	gi|535927188|gb|ERA57268.1|	30S ribosomal protein S13	Escherichia coli 95NR1	-
-	gi|535964044|gb|ERA64033.1|	30S ribosomal protein S13	Escherichia coli HVH 155 (4-4509048)	-
-	gi|535969156|gb|ERA69107.1|	30S ribosomal protein S13	Escherichia coli HVH 156 (4-3206505)	-
-	gi|535971135|gb|ERA71055.1|	30S ribosomal protein S13	Escherichia coli HVH 157 (4-3406229)	-
-	gi|535975296|gb|ERA75162.1|	30S ribosomal protein S13	Escherichia coli HVH 159 (4-5818141)	-
-	gi|535982947|gb|ERA82713.1|	30S ribosomal protein S13	Escherichia coli HVH 160 (4-5695937)	-
-	gi|535987051|gb|ERA86762.1|	30S ribosomal protein S13	Escherichia coli HVH 210 (4-3042480)	-
-	gi|535990254|gb|ERA89938.1|	30S ribosomal protein S13	Escherichia coli HVH 228 (4-7787030)	-
-	gi|535998827|gb|ERA98356.1|	30S ribosomal protein S13	Escherichia coli KOEGE 3 (4a)	-
-	gi|536002392|gb|ERB01825.1|	30S ribosomal protein S13	Escherichia coli KOEGE 7 (16a)	-
-	gi|536003343|gb|ERB02763.1|	30S ribosomal protein S13	Escherichia coli KOEGE 10 (25a)	-
-	gi|536013234|gb|ERB12469.1|	30S ribosomal protein S13	Escherichia coli UMEA 3144-1	-
-	gi|536016994|gb|ERB16172.1|	30S ribosomal protein S13	Escherichia coli UMEA 3151-1	-
-	gi|536022920|gb|ERB22032.1|	30S ribosomal protein S13	Escherichia coli UMEA 3150-1	-
-	gi|536025884|gb|ERB24896.1|	30S ribosomal protein S13	Escherichia coli UMEA 3271-1	-
-	gi|536032241|gb|ERB31117.1|	30S ribosomal protein S13	Escherichia coli UMEA 3298-1	-
-	gi|536033987|gb|ERB32846.1|	30S ribosomal protein S13	Escherichia coli UMEA 3292-1	-
-	gi|536782493|gb|ERB68045.1|	30S ribosomal protein S13	Escherichia coli B102	-
-	gi|536785181|gb|ERB70681.1|	30S ribosomal protein S13	Escherichia coli B107	-
-	gi|536787583|gb|ERB73035.1|	30S ribosomal protein S13	Escherichia coli 09BKT076207	-
-	gi|536796464|gb|ERB81622.1|	30S ribosomal protein S13	Escherichia coli B26-1	-
-	gi|536800389|gb|ERB85444.1|	30S ribosomal protein S13	Escherichia coli B26-2	-
-	gi|536809220|gb|ERB93991.1|	30S ribosomal protein S13	Escherichia coli B28-2	-
-	gi|536810222|gb|ERB94971.1|	30S ribosomal protein S13	Escherichia coli B28-1	-
-	gi|536816152|gb|ERC00654.1|	30S ribosomal protein S13	Escherichia coli B29-1	-
-	gi|536832971|gb|ERC16687.1|	30S ribosomal protein S13	Escherichia coli B36-2	-
-	gi|536840820|gb|ERC24039.1|	30S ribosomal protein S13	Escherichia coli B29-2	-
-	gi|536844062|gb|ERC27148.1|	30S ribosomal protein S13	Escherichia coli B7-1	-
-	gi|536844183|gb|ERC27257.1|	30S ribosomal protein S13	Escherichia coli B36-1	-
-	gi|536849707|gb|ERC32639.1|	30S ribosomal protein S13	Escherichia coli B7-2	-
-	gi|536854035|gb|ERC36856.1|	30S ribosomal protein S13	Escherichia coli B93	-
-	gi|536859339|gb|ERC42021.1|	30S ribosomal protein S13	Escherichia coli B94	-
-	gi|536867021|gb|ERC49455.1|	30S ribosomal protein S13	Escherichia coli B95	-
-	gi|536872667|gb|ERC54931.1|	30S ribosomal protein S13	Escherichia coli TW07509	-
-	gi|536880970|gb|ERC62917.1|	30S ribosomal protein S13	Escherichia coli Bd5610_99	-
-	gi|536885095|gb|ERC66822.1|	30S ribosomal protein S13	Escherichia coli T1840_97	-
-	gi|536891740|gb|ERC73014.1|	30S ribosomal protein S13	Escherichia coli 08BKT055439	-
-	gi|536892912|gb|ERC74099.1|	30S ribosomal protein S13	Escherichia coli T234_00	-
-	gi|536909170|gb|ERC89272.1|	30S ribosomal protein S13	Escherichia coli 2886-75	-
-	gi|536912185|gb|ERC92101.1|	30S ribosomal protein S13	Escherichia coli T924_01	-
-	gi|536912478|gb|ERC92709.1|	30S ribosomal protein S13	Escherichia coli 14A	-
-	gi|536915924|gb|ERC95679.1|	30S ribosomal protein S13	Escherichia coli B104	-
-	gi|536916688|gb|ERC96418.1|	30S ribosomal protein S13	Escherichia coli B103	-
-	gi|536927174|gb|ERD06207.1|	30S ribosomal protein S13	Escherichia coli B105	-
-	gi|536931431|gb|ERD10277.1|	30S ribosomal protein S13	Escherichia coli B106	-
-	gi|536932515|gb|ERD11320.1|	30S ribosomal protein S13	Escherichia coli B108	-
-	gi|536945399|gb|ERD23477.1|	30S ribosomal protein S13	Escherichia coli B109	-
-	gi|536946730|gb|ERD24787.1|	30S ribosomal protein S13	Escherichia coli B112	-
-	gi|536950791|gb|ERD28656.1|	30S ribosomal protein S13	Escherichia coli B113	-
-	gi|536959160|gb|ERD36498.1|	30S ribosomal protein S13	Escherichia coli B114	-
-	gi|536962348|gb|ERD39536.1|	30S ribosomal protein S13	Escherichia coli B15	-
-	gi|536968979|gb|ERD45828.1|	30S ribosomal protein S13	Escherichia coli B17	-
-	gi|536979264|gb|ERD55342.1|	30S ribosomal protein S13	Escherichia coli B40-2	-
-	gi|536979776|gb|ERD55844.1|	30S ribosomal protein S13	Escherichia coli B40-1	-
-	gi|536985640|gb|ERD60257.1|	30S ribosomal protein S13	Escherichia coli B49-2	-
-	gi|536996406|gb|ERD70126.1|	30S ribosomal protein S13	Escherichia coli B5-2	-
-	gi|537000636|gb|ERD74086.1|	30S ribosomal protein S13	Escherichia coli B83	-
-	gi|537012980|gb|ERD85870.1|	30S ribosomal protein S13	Escherichia coli B85	-
-	gi|537020445|gb|ERD92913.1|	30S ribosomal protein S13	Escherichia coli B84	-
-	gi|537026070|gb|ERD98147.1|	30S ribosomal protein S13	Escherichia coli 95JB1	-
-	gi|537026127|gb|ERD98199.1|	30S ribosomal protein S13	Escherichia coli B86	-
-	gi|537040567|gb|ERE11609.1|	30S ribosomal protein S13	Escherichia coli 08BKT77219	-
-	gi|537040614|gb|ERE11655.1|	30S ribosomal protein S13	Escherichia coli 09BKT024447	-
-	gi|537044114|gb|ERE14976.1|	30S ribosomal protein S13	Escherichia coli T1282_01	-
-	gi|537051990|gb|ERE22319.1|	30S ribosomal protein S13	Escherichia coli B89	-
-	gi|537053419|gb|ERE23673.1|	30S ribosomal protein S13	Escherichia coli B90	-
-	gi|537059638|gb|ERE29606.1|	30S ribosomal protein S13	Escherichia coli Tx1686	-
-	gi|537069942|gb|ERE39225.1|	30S ribosomal protein S13	Escherichia coli Tx3800	-
-	gi|537731807|gb|ERF52202.1|	30S ribosomal protein S13	Escherichia coli UMEA 3652-1	-
-	gi|544203691|gb|AGW10383.1|	30S ribosomal protein S13	Escherichia coli LY180	-
-	gi|549814641|gb|AGX35259.1|	30S ribosomal subunit protein S13	synthetic Escherichia coli C321.deltaA	-
-	gi|550201838|gb|ERO92423.1|	30S ribosomal protein S13	Escherichia coli BWH 24	-
-	gi|550207828|gb|ERO98290.1|	30S ribosomal protein S13	Escherichia coli BIDMC 19C	-
-	gi|554513637|gb|AGY85997.1|	30S ribosomal protein S13	Escherichia coli JJ1886	-
-	gi|554695354|gb|ESK00927.1|	30S ribosomal protein S13	Escherichia coli HVH 98 (4-5799287)	-
-	gi|554697953|gb|ESK03485.1|	30S ribosomal protein S13	Escherichia coli UMEA 3336-1	-
-	gi|554707278|gb|ESK12721.1|	30S ribosomal protein S13	Escherichia coli UMEA 3426-1	-
-	gi|554708985|gb|ESK14414.1|	30S ribosomal protein S13	Escherichia coli UMEA 3290-1	-
-	gi|554711160|gb|ESK16575.1|	30S ribosomal protein S13	Escherichia coli HVH 50 (4-2593475)	-
-	gi|554719344|gb|ESK24661.1|	30S ribosomal protein S13	Escherichia coli UMEA 3693-1	-
-	gi|554721070|gb|ESK26376.1|	30S ribosomal protein S13	Escherichia coli UMEA 3342-1	-
-	gi|554727477|gb|ESK32733.1|	30S ribosomal protein S13	Escherichia coli UMEA 3323-1	-
-	gi|554974310|gb|ESL19010.1|	30S ribosomal protein S13	Escherichia coli BIDMC 39	-
-	gi|554988651|gb|ESL33238.1|	30S ribosomal protein S13	Escherichia coli BIDMC 38	-
-	gi|554989612|gb|ESL34197.1|	30S ribosomal protein S13	Escherichia coli BIDMC 37	-
-	gi|555090234|gb|ESM33370.1|	30S ribosomal protein S13	Escherichia coli BWH 32	-
-	gi|556118165|gb|ESP06788.1|	30S ribosomal protein S13	Escherichia coli HVH 36 (4-5675286)	-
-	gi|556125057|gb|ESP13577.1|	30S ribosomal protein S13	Escherichia coli HVH 136 (4-5970458)	-
-	gi|556127140|gb|ESP15646.1|	30S ribosomal protein S13	Escherichia coli HVH 12 (4-7653042)	-
-	gi|556129838|gb|ESP18314.1|	30S ribosomal protein S13	Escherichia coli HVH 86 (4-7026218)	-
-	gi|556141356|gb|ESP29671.1|	30S ribosomal protein S13	Escherichia coli HVH 178 (4-3189163)	-
-	gi|556145935|gb|ESP34192.1|	30S ribosomal protein S13	Escherichia coli HVH 152 (4-3447545)	-
-	gi|556149386|gb|ESP37605.1|	30S ribosomal protein S13	Escherichia coli HVH 148 (4-3192490)	-
-	gi|556153695|gb|ESP41819.1|	30S ribosomal protein S13	Escherichia coli HVH 108 (4-6924867)	-
-	gi|556153983|gb|ESP42105.1|	30S ribosomal protein S13	Escherichia coli UMEA 3148-1	-
-	gi|557273506|emb|CDJ73576.1|	30S ribosomal protein S13	Escherichia coli str. K-12 substr. MC4100	-
-	gi|557926367|gb|ESS90671.1|	SSU ribosomal protein S13p (S18e)	Escherichia coli CE549	-
-	gi|557931121|gb|ESS94903.1|	SSU ribosomal protein S13p (S18e)	Escherichia coli CE418	-
-	gi|557931918|gb|ESS95583.1|	SSU ribosomal protein S13p (S18e)	Escherichia coli CE516	-
-	gi|558713133|gb|EST64418.1|	30S ribosomal protein S13	Escherichia coli ECC-Z	-
-	gi|558714069|gb|EST65347.1|	30S ribosomal protein S13	Escherichia coli P4-96	-
-	gi|558714622|gb|EST65887.1|	30S ribosomal protein S13	Escherichia coli P4-NR	-
-	gi|558730712|gb|EST80637.1|	30S ribosomal protein S13	Escherichia coli ECA-727	-
-	gi|558740068|gb|EST87979.1|	30S ribosomal protein S13	Escherichia coli ECC-1470	-
-	gi|558740360|gb|EST88167.1|	30S ribosomal protein S13	Escherichia coli ECA-0157	-
-	gi|559786381|gb|ESV03525.1|	SSU ribosomal protein S13p (S18e)	Escherichia coli E1777	-
-	gi|564830992|gb|ETD42859.1|	30S ribosomal protein S13	Escherichia coli ATCC BAA-2215	-
-	gi|564851696|gb|ETD61949.1|	30S ribosomal protein S13	Escherichia coli ATCC BAA-2209	-
-	gi|564907542|gb|ETE07899.1|	30S ribosomal protein S13	Escherichia coli LAU-EC8	-
-	gi|564919946|gb|ETE15196.1|	30S ribosomal protein S13	Escherichia coli LAU-EC6	-
-	gi|564924456|gb|ETE19593.1|	30S ribosomal protein S13	Escherichia coli LAU-EC10	-
-	gi|564936779|gb|ETE31507.1|	30S ribosomal protein S13	Escherichia coli LAU-EC7	-
-	gi|564941778|gb|ETE36411.1|	30S ribosomal protein S13	Escherichia coli LAU-EC9	-
-	gi|565503518|gb|ETF15430.1|	30S ribosomal protein S13	Escherichia coli HVH 177 (4-2876612)	-
-	gi|565510358|gb|ETF22239.1|	30S ribosomal protein S13	Escherichia coli HVH 23 (4-6066488)	-
-	gi|565515317|gb|ETF27173.1|	30S ribosomal protein S13	Escherichia coli HVH 83 (4-2051087)	-
-	gi|565517411|gb|ETF29263.1|	30S ribosomal protein S13	Escherichia coli HVH 214 (4-3062198)	-
-	gi|565522331|gb|ETF34159.1|	30S ribosomal protein S13	Escherichia coli UMEA 3489-1	-
-	gi|566118559|gb|ETI76748.1|	30S ribosomal protein S13	Escherichia coli ATCC BAA-2219	-
-	gi|566122814|gb|ETI80301.1|	30S ribosomal protein S13	Escherichia coli ATCC BAA-2196	-
-	gi|566657581|gb|ETJ59617.1|	30S ribosomal protein S13	Escherichia coli ATCC BAA-2193	-
-	gi|567038854|gb|ETJ70559.1|	30S ribosomal protein S13	Escherichia coli ATCC 35150	-
-	gi|567041037|gb|ETJ77826.1|	30S ribosomal protein S13	Escherichia coli ATCC BAA-2192	-
-	gi|568385963|emb|CDK48586.1|	SSU ribosomal protein S13p (S18e)	Escherichia coli IS1	-
-	gi|571176659|emb|CDK83261.1|	SSU ribosomal protein S13p (S18e)	Escherichia coli IS25	-
-	gi|571217724|emb|CDK60271.1|	SSU ribosomal protein S13p (S18e)	Escherichia coli IS9	-
-	gi|572153857|emb|CDK90806.1|	SSU ribosomal protein S13p (S18e)	Escherichia coli IS29	-
-	gi|572728522|gb|ETS27154.1|	30S ribosomal protein S13	Escherichia coli O6:H16:CFA/II str. B2C	-
-	gi|573936868|gb|AHG16673.1|	SSU ribosomal protein S13p (S18e)	Escherichia coli O145:H28 str. RM13516	-
-	gi|573970644|gb|AHG10909.1|	SSU ribosomal protein S13p (S18e)	Escherichia coli O145:H28 str. RM13514	-
-	gi|575579644|gb|ETX79077.1|	30S ribosomal protein S13	Escherichia coli BIDMC 43b	-
-	gi|575587611|gb|ETX86951.1|	30S ribosomal protein S13	Escherichia coli BIDMC 43a	-
-	gi|575588558|gb|ETX87875.1|	30S ribosomal protein S13	Escherichia coli BIDMC 20B	-
-	gi|575592283|gb|ETX91554.1|	30S ribosomal protein S13	Escherichia coli BIDMC 20A	-
-	gi|575600032|gb|ETX99231.1|	30S ribosomal protein S13	Escherichia coli BIDMC 19B	-
-	gi|575607667|gb|ETY06797.1|	30S ribosomal protein S13	Escherichia coli BIDMC 19A	-
-	gi|575612308|gb|ETY11389.1|	30S ribosomal protein S13	Escherichia coli BIDMC 17B	-
-	gi|575618405|gb|ETY17439.1|	30S ribosomal protein S13	Escherichia coli BIDMC 17A	-
-	gi|575624695|gb|ETY23635.1|	30S ribosomal protein S13	Escherichia coli BIDMC 15	-
-	gi|575630800|gb|ETY29653.1|	30S ribosomal protein S13	Escherichia coli BIDMC 9	-
-	gi|575632055|gb|ETY30902.1|	30S ribosomal protein S13	Escherichia coli BIDMC 3	-
-	gi|575638806|gb|ETY37577.1|	30S ribosomal protein S13	Escherichia coli BIDMC 2B	-
-	gi|575642428|gb|ETY41135.1|	30S ribosomal protein S13	Escherichia coli BWH 40	-
-	gi|575648102|gb|ETY46780.1|	30S ribosomal protein S13	Escherichia coli BWH 34	-
-	gi|575656205|gb|ETY54788.1|	30S ribosomal protein S13	Escherichia coli BIDMC 49b	-
-	gi|575658864|gb|ETY57405.1|	30S ribosomal protein S13	Escherichia coli BIDMC 49a	-
-	gi|575664145|gb|ETY62606.1|	30S ribosomal protein S13	Escherichia coli BIDMC 6	-
-	gi|582993023|gb|EWC53715.1|	30S ribosomal protein S13	Escherichia coli EC096/10	-
-	gi|587644122|gb|EWY51130.1|	30S ribosomal protein S13	Escherichia coli MP1	-
-	gi|595585280|gb|AHM29622.1|	30S ribosomal protein S13	Escherichia coli	-
-	gi|595588979|gb|AHM32875.1|	30S ribosomal protein S13	Escherichia coli	-
-	gi|595593583|gb|AHM37478.1|	30S ribosomal protein S13	Escherichia coli	-
-	gi|595601890|gb|AHM45540.1|	30S ribosomal protein S13	Escherichia coli	-
-	gi|595606493|gb|AHM50140.1|	30S ribosomal protein S13	Escherichia coli	-
-	gi|595610938|gb|AHM54584.1|	30S ribosomal protein S13	Escherichia coli	-
-	gi|597598532|gb|EYB44844.1|	30S ribosomal protein S13	Escherichia coli	-
-	gi|597598678|gb|EYB44980.1|	30S ribosomal protein S13	Escherichia coli	-
-	gi|597603572|gb|EYB49735.1|	30S ribosomal protein S13	Escherichia coli	-
-	gi|597613401|gb|EYB59116.1|	30S ribosomal protein S13	Escherichia coli	-
-	gi|597615623|gb|EYB61251.1|	30S ribosomal protein S13	Escherichia coli	-
-	gi|597620198|gb|EYB65704.1|	30S ribosomal protein S13	Escherichia coli	-
-	gi|598671738|gb|EYD79972.1|	30S ribosomal protein S13	Escherichia coli 1-176-05_S3_C1	-
-	gi|598672642|gb|EYD80788.1|	30S ribosomal protein S13	Escherichia coli 1-176-05_S1_C1	-
-	gi|598674158|gb|EYD82247.1|	30S ribosomal protein S13	Escherichia coli 1-176-05_S3_C2	-
-	gi|598688507|gb|EYD95412.1|	30S ribosomal protein S13	Escherichia coli 1-110-08_S4_C3	-
-	gi|598693279|gb|EYD99968.1|	30S ribosomal protein S13	Escherichia coli 1-110-08_S4_C1	-
-	gi|598703239|gb|EYE08920.1|	30S ribosomal protein S13	Escherichia coli 1-110-08_S4_C2	-
-	gi|598704870|gb|EYE10221.1|	30S ribosomal protein S13	Escherichia coli 1-110-08_S3_C3	-
-	gi|598712529|gb|EYE17044.1|	30S ribosomal protein S13	Escherichia coli 1-110-08_S1_C3	-
-	gi|598713613|gb|EYE18046.1|	30S ribosomal protein S13	Escherichia coli 1-110-08_S3_C2	-
-	gi|598716171|gb|EYE20486.1|	30S ribosomal protein S13	Escherichia coli 1-110-08_S3_C1	-
-	gi|598729760|gb|EYE33067.1|	30S ribosomal protein S13	Escherichia coli 1-110-08_S1_C1	-
-	gi|598731428|gb|EYE34621.1|	30S ribosomal protein S13	Escherichia coli 1-110-08_S1_C2	-
-	gi|601464874|gb|EYT07078.1|	30S ribosomal protein S13	Escherichia coli K02	-
-	gi|606412984|gb|EYU72518.1|	30S ribosomal protein S13	Escherichia coli O121:H19 str. 2010C-4254	-
-	gi|606419178|gb|EYU78419.1|	30S ribosomal protein S13	Escherichia coli O111:NM str. 2010C-4221	-
-	gi|606423783|gb|EYU82901.1|	30S ribosomal protein S13	Escherichia coli O26:NM str. 2010C-4347	-
-	gi|606431517|gb|EYU90059.1|	30S ribosomal protein S13	Escherichia coli O111:NM str. 2010C-4086	-
-	gi|606436527|gb|EYU94882.1|	30S ribosomal protein S13	Escherichia coli O111:NM str. 2010C-3977	-
-	gi|606438001|gb|EYU96322.1|	30S ribosomal protein S13	Escherichia coli O45:H2 str. 2010C-3876	-
-	gi|606448444|gb|EYV06149.1|	30S ribosomal protein S13	Escherichia coli O121:H19 str. 2010C-3609	-
-	gi|606449738|gb|EYV07375.1|	30S ribosomal protein S13	Escherichia coli O121:H19 str. 2010C-3840	-
-	gi|606452877|gb|EYV10375.1|	30S ribosomal protein S13	Escherichia coli O145:NM str. 2010C-3526	-
-	gi|606465096|gb|EYV22246.1|	30S ribosomal protein S13	Escherichia coli O145:NM str. 2010C-3521	-
-	gi|606466942|gb|EYV24011.1|	30S ribosomal protein S13	Escherichia coli O145:NM str. 2010C-3517	-
-	gi|606469244|gb|EYV26240.1|	30S ribosomal protein S13	Escherichia coli O145:NM str. 2010C-3516	-
-	gi|606471170|gb|EYV28104.1|	30S ribosomal protein S13	Escherichia coli O145:NM str. 2010C-3518	-
-	gi|606479657|gb|EYV36182.1|	30S ribosomal protein S13	Escherichia coli O145:NM str. 2010C-3510	-
-	gi|606481043|gb|EYV37501.1|	30S ribosomal protein S13	Escherichia coli O145:NM str. 2010C-3509	-
-	gi|606482953|gb|EYV39265.1|	30S ribosomal protein S13	Escherichia coli O145:NM str. 2010C-3511	-
-	gi|606494355|gb|EYV50344.1|	30S ribosomal protein S13	Escherichia coli O145:NM str. 2010C-3507	-
-	gi|606509208|gb|EYV64681.1|	30S ribosomal protein S13	Escherichia coli O103:H11 str. 2010C-3214	-
-	gi|606511585|gb|EYV66970.1|	30S ribosomal protein S13	Escherichia coli O157:H7 str. 2009EL2109	-
-	gi|606515962|gb|EYV71010.1|	30S ribosomal protein S13	Escherichia coli O157:H7 str. 2009EL1705	-
