Query Name	Accession	Subject Name	Taxonomy	Hsp Expect
TRINITY_DN93847_c0_g2_i1	gi|954185949|gb|KRW98823.1|	Armadillo-type fold	Pseudocohnilembus persalinus	1.69437e-14
TRINITY_DN93847_c3_g1_i1	gi|118365631|ref|XP_001016036.1|	CAS/CSE protein, carboxy-terminal protein	Tetrahymena thermophila SB210	1.34805e-08
-	gi|89297803|gb|EAR95791.1|	CAS/CSE protein, carboxy-terminal protein	Tetrahymena thermophila SB210	-
TRINITY_DN93847_c5_g1_i1	gi|118365631|ref|XP_001016036.1|	CAS/CSE protein, carboxy-terminal protein	Tetrahymena thermophila SB210	2.9457e-08
-	gi|89297803|gb|EAR95791.1|	CAS/CSE protein, carboxy-terminal protein	Tetrahymena thermophila SB210	-
-	gi|124418633|emb|CAK83603.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN93846_c6_g3_i3	gi|675368932|gb|KFM61834.1|	RNA-directed DNA polymerase from mobile element jockey, partial	Stegodyphus mimosarum	1.5918e-19
TRINITY_DN93875_c3_g2_i1	gi|646711598|gb|KDR16713.1|	Coiled-coil domain-containing protein 103	Zootermopsis nevadensis	5.55096e-28
TRINITY_DN93875_c5_g2_i1	gi|326578482|gb|ADZ95823.1|	reverse transcriptase, partial	Araschnia levana	2.18428e-12
TRINITY_DN93875_c7_g1_i1	gi|326578884|gb|ADZ95977.1|	reverse transcriptase, partial	Chiasmia clathrata	6.55175e-15
TRINITY_DN93813_c0_g1_i1	gi|646699501|gb|KDR10081.1|	RING finger protein 145	Zootermopsis nevadensis	8.85353e-63
TRINITY_DN93813_c0_g1_i2	gi|646699501|gb|KDR10081.1|	RING finger protein 145	Zootermopsis nevadensis	1.39189e-31
TRINITY_DN93813_c0_g1_i3	gi|646699501|gb|KDR10081.1|	RING finger protein 145	Zootermopsis nevadensis	9.68708e-14
TRINITY_DN93813_c0_g1_i4	gi|646699501|gb|KDR10081.1|	RING finger protein 145	Zootermopsis nevadensis	1.02824e-09
TRINITY_DN93848_c0_g1_i1	gi|675363992|gb|KFM56894.1|	Zinc/cadmium resistance protein, partial	Stegodyphus mimosarum	6.55504e-57
TRINITY_DN93848_c0_g2_i1	gi|675363992|gb|KFM56894.1|	Zinc/cadmium resistance protein, partial	Stegodyphus mimosarum	1.81087e-56
TRINITY_DN93843_c3_g1_i13	gi|166343779|gb|ABY86637.1|	immunodominant interspersed repeat antigen	Babesia gibsoni	2.53518e-10
TRINITY_DN93843_c3_g1_i14	gi|166343779|gb|ABY86637.1|	immunodominant interspersed repeat antigen	Babesia gibsoni	1.95612e-10
TRINITY_DN93843_c3_g1_i17	gi|166343779|gb|ABY86637.1|	immunodominant interspersed repeat antigen	Babesia gibsoni	2.44204e-10
TRINITY_DN93843_c3_g1_i23	gi|166343779|gb|ABY86637.1|	immunodominant interspersed repeat antigen	Babesia gibsoni	1.59169e-10
TRINITY_DN93843_c3_g6_i2	gi|646699982|gb|KDR10348.1|	Ankyrin-2	Zootermopsis nevadensis	6.62564e-36
TRINITY_DN93843_c3_g6_i3	gi|646699982|gb|KDR10348.1|	Ankyrin-2	Zootermopsis nevadensis	1.57997e-35
TRINITY_DN93865_c2_g1_i1	gi|646709661|gb|KDR15411.1|	Myosin heavy chain, muscle, partial	Zootermopsis nevadensis	1.30736e-08
TRINITY_DN93865_c4_g4_i1	gi|321476143|gb|EFX87104.1|	myosin heavy chain isoform 1	Daphnia pulex	7.39809e-28
TRINITY_DN93865_c4_g2_i2	gi|321476145|gb|EFX87106.1|	myosin heavy chain isoform 3	Daphnia pulex	0.0
TRINITY_DN93865_c4_g2_i3	gi|195979063|gb|ACG63697.1|	myosin heavy chain, partial	Gammarus duebeni	1.27568e-43
TRINITY_DN93865_c4_g2_i4	gi|2546936|emb|CAA37308.1|	muscle myosin heavy chain	Drosophila melanogaster	0.0
TRINITY_DN93865_c4_g2_i5	gi|195979063|gb|ACG63697.1|	myosin heavy chain, partial	Gammarus duebeni	8.06883e-42
TRINITY_DN93865_c4_g3_i2	gi|675383848|gb|KFM76745.1|	Myosin heavy chain, muscle, partial	Stegodyphus mimosarum	1.8651e-09
TRINITY_DN93865_c4_g5_i1	gi|195979065|gb|ACG63698.1|	myosin heavy chain, partial	Gammarus oceanicus	3.31839e-09
TRINITY_DN93865_c4_g2_i6	gi|321476145|gb|EFX87106.1|	myosin heavy chain isoform 3	Daphnia pulex	0.0
TRINITY_DN93865_c4_g2_i7	gi|861652548|gb|KMQ98383.1|	myosin heavy muscle	Lasius niger	3.6399e-74
TRINITY_DN93865_c4_g2_i10	gi|2546936|emb|CAA37308.1|	muscle myosin heavy chain	Drosophila melanogaster	0.0
TRINITY_DN93865_c4_g2_i11	gi|321476143|gb|EFX87104.1|	myosin heavy chain isoform 1	Daphnia pulex	0.0
TRINITY_DN93865_c4_g2_i12	gi|861620758|gb|KMQ87357.1|	myosin heavy chain, partial	Lasius niger	6.06709e-28
TRINITY_DN93865_c4_g2_i13	gi|7579901|gb|AAB34531.2|	myosin heavy chain, partial	Drosophila melanogaster	8.82216e-100
TRINITY_DN93865_c4_g2_i14	gi|321476143|gb|EFX87104.1|	myosin heavy chain isoform 1	Daphnia pulex	0.0
TRINITY_DN93865_c4_g7_i1	gi|321476144|gb|EFX87105.1|	myosin heavy chain isoform 2	Daphnia pulex	1.30253e-06
TRINITY_DN93865_c4_g8_i1	gi|338224440|gb|AEI88098.1|	myosin	Scylla paramamosain	1.75927e-17
TRINITY_DN93865_c4_g9_i1	gi|195979063|gb|ACG63697.1|	myosin heavy chain, partial	Gammarus duebeni	5.37918e-13
TRINITY_DN93874_c7_g2_i1	gi|358442122|gb|AEU11366.1|	Broad-complex protein isoform 4	Penaeus monodon	2.36984e-46
TRINITY_DN93874_c7_g2_i2	gi|358442122|gb|AEU11366.1|	Broad-complex protein isoform 4	Penaeus monodon	9.34942e-46
TRINITY_DN93874_c7_g2_i3	gi|358442122|gb|AEU11366.1|	Broad-complex protein isoform 4	Penaeus monodon	4.50542e-28
TRINITY_DN93874_c7_g2_i4	gi|358442122|gb|AEU11366.1|	Broad-complex protein isoform 4	Penaeus monodon	1.56265e-45
TRINITY_DN93878_c2_g1_i1	gi|861614321|gb|KMQ85849.1|	gag-pol polyprotein	Lasius niger	8.36529e-99
TRINITY_DN93878_c2_g2_i1	gi|861640485|gb|KMQ93212.1|	integrase core domain protein	Lasius niger	1.76274e-37
TRINITY_DN93878_c3_g1_i1	gi|674593336|emb|CDS27897.1|	gag pol polyprotein	Hymenolepis microstoma	8.79034e-39
TRINITY_DN93878_c3_g2_i1	gi|674593574|emb|CDS27662.1|	gag pol polyprotein	Hymenolepis microstoma	5.79149e-127
TRINITY_DN93862_c0_g2_i1	gi|646704521|gb|KDR12649.1|	Low-density lipoprotein receptor-related protein 2	Zootermopsis nevadensis	0.0
TRINITY_DN93862_c0_g2_i2	gi|646704521|gb|KDR12649.1|	Low-density lipoprotein receptor-related protein 2	Zootermopsis nevadensis	0.0
TRINITY_DN93883_c0_g2_i3	gi|646723722|gb|KDR24235.1|	Serine/threonine-protein kinase Sgk3, partial	Zootermopsis nevadensis	7.35758e-18
-	gi|49640983|emb|CAH02244.1|	KLLA0B07205p	Kluyveromyces lactis	-
TRINITY_DN93861_c4_g3_i1	gi|321472468|gb|EFX83438.1|	trypsin	Daphnia pulex	4.9014e-49
TRINITY_DN93861_c4_g3_i2	gi|321472468|gb|EFX83438.1|	trypsin	Daphnia pulex	2.41614e-49
TRINITY_DN93861_c4_g3_i3	gi|321472468|gb|EFX83438.1|	trypsin	Daphnia pulex	1.64542e-47
TRINITY_DN93861_c4_g4_i3	gi|646703362|gb|KDR12089.1|	Protein cappuccino	Zootermopsis nevadensis	9.70611e-25
TRINITY_DN93861_c4_g3_i4	gi|321472468|gb|EFX83438.1|	trypsin	Daphnia pulex	4.69164e-49
TRINITY_DN93861_c4_g3_i5	gi|321472468|gb|EFX83438.1|	trypsin	Daphnia pulex	1.71472e-47
TRINITY_DN93861_c4_g5_i1	gi|646713077|gb|KDR17578.1|	Dimethyladenosine transferase 1, mitochondrial	Zootermopsis nevadensis	3.65238e-116
TRINITY_DN93861_c4_g5_i2	gi|646713077|gb|KDR17578.1|	Dimethyladenosine transferase 1, mitochondrial	Zootermopsis nevadensis	1.34737e-114
TRINITY_DN93868_c4_g1_i1	gi|569344948|gb|AHE41086.1|	zinc transporter ZIP1, partial	Callinectes sapidus	1.19788e-62
TRINITY_DN93816_c0_g1_i1	gi|646708758|gb|KDR14923.1|	Ecto-NOX disulfide-thiol exchanger 1	Zootermopsis nevadensis	6.91143e-11
TRINITY_DN93816_c0_g1_i3	gi|646708758|gb|KDR14923.1|	Ecto-NOX disulfide-thiol exchanger 1	Zootermopsis nevadensis	3.35333e-76
TRINITY_DN93816_c0_g1_i4	gi|646708758|gb|KDR14923.1|	Ecto-NOX disulfide-thiol exchanger 1	Zootermopsis nevadensis	2.55695e-69
TRINITY_DN93816_c0_g5_i1	gi|307168129|gb|EFN61408.1|	Ecto-NOX disulfide-thiol exchanger 1	Camponotus floridanus	7.16764e-42
TRINITY_DN93816_c0_g5_i2	gi|307168129|gb|EFN61408.1|	Ecto-NOX disulfide-thiol exchanger 1	Camponotus floridanus	1.45469e-42
TRINITY_DN93816_c0_g5_i4	gi|307168129|gb|EFN61408.1|	Ecto-NOX disulfide-thiol exchanger 1	Camponotus floridanus	7.14357e-42
TRINITY_DN93812_c3_g1_i1	gi|267850640|gb|ACY82398.1|	integrin	Litopenaeus vannamei	0.0
TRINITY_DN93812_c3_g1_i2	gi|826135715|gb|AKJ26284.1|	integrin	Eriocheir sinensis	4.63829e-159
TRINITY_DN93812_c3_g2_i1	gi|267850640|gb|ACY82398.1|	integrin	Litopenaeus vannamei	6.32005e-10
TRINITY_DN93812_c3_g1_i3	gi|267850640|gb|ACY82398.1|	integrin	Litopenaeus vannamei	0.0
TRINITY_DN93812_c3_g1_i4	gi|267850640|gb|ACY82398.1|	integrin	Litopenaeus vannamei	0.0
TRINITY_DN93855_c0_g1_i1	gi|149683132|dbj|BAF64529.1|	peptidylglycine alpha-hydroxylating monooxygenase	Procambarus clarkii	2.24207e-70
TRINITY_DN93855_c0_g1_i3	gi|149683132|dbj|BAF64529.1|	peptidylglycine alpha-hydroxylating monooxygenase	Procambarus clarkii	3.69291e-65
TRINITY_DN93855_c0_g1_i4	gi|149683132|dbj|BAF64529.1|	peptidylglycine alpha-hydroxylating monooxygenase	Procambarus clarkii	1.82537e-18
TRINITY_DN93855_c0_g1_i5	gi|149683132|dbj|BAF64529.1|	peptidylglycine alpha-hydroxylating monooxygenase	Procambarus clarkii	1.73154e-68
TRINITY_DN93855_c0_g1_i6	gi|149683132|dbj|BAF64529.1|	peptidylglycine alpha-hydroxylating monooxygenase	Procambarus clarkii	5.99243e-20
TRINITY_DN93855_c0_g1_i7	gi|149683132|dbj|BAF64529.1|	peptidylglycine alpha-hydroxylating monooxygenase	Procambarus clarkii	4.81688e-85
TRINITY_DN93855_c0_g1_i8	gi|149683132|dbj|BAF64529.1|	peptidylglycine alpha-hydroxylating monooxygenase	Procambarus clarkii	5.28958e-87
TRINITY_DN93855_c0_g1_i9	gi|149683132|dbj|BAF64529.1|	peptidylglycine alpha-hydroxylating monooxygenase	Procambarus clarkii	9.59179e-24
TRINITY_DN93855_c0_g1_i10	gi|149683132|dbj|BAF64529.1|	peptidylglycine alpha-hydroxylating monooxygenase	Procambarus clarkii	5.3463e-89
TRINITY_DN93855_c0_g1_i11	gi|149683132|dbj|BAF64529.1|	peptidylglycine alpha-hydroxylating monooxygenase	Procambarus clarkii	2.48676e-67
TRINITY_DN93855_c0_g1_i12	gi|149683132|dbj|BAF64529.1|	peptidylglycine alpha-hydroxylating monooxygenase	Procambarus clarkii	4.55868e-20
TRINITY_DN93838_c2_g2_i3	gi|553192604|ref|XP_005855606.1|	transcript antisense to ribosomal rna protein	Nannochloropsis gaditana CCMP526	8.63375e-19
-	gi|422293454|gb|EKU20754.1|	transcript antisense to ribosomal rna protein	Nannochloropsis gaditana CCMP526	-
TRINITY_DN93838_c2_g4_i1	gi|325089337|gb|EGC42647.1|	transcript antisense to ribosomal RNA protein, partial	Histoplasma capsulatum H88	1.15672e-06
TRINITY_DN93873_c1_g1_i1	gi|82623003|gb|ABB86961.1|	beta-N-acetylglucosaminidase	Fenneropenaeus chinensis	2.28714e-75
TRINITY_DN93873_c1_g1_i2	gi|82623003|gb|ABB86961.1|	beta-N-acetylglucosaminidase	Fenneropenaeus chinensis	1.47588e-20
TRINITY_DN93873_c3_g1_i2	gi|925175916|gb|ALC79577.1|	beta-N-acetylglucosaminidase, partial	Cherax quadricarinatus	6.17087e-31
-	gi|307173414|gb|EFN64370.1|	Glucosylceramidase	Camponotus floridanus	-
TRINITY_DN93867_c1_g1_i5	gi|195352355|ref|XP_002042678.1|	GM14880	Drosophila sechellia	1.46561e-35
-	gi|195477368|ref|XP_002086329.1|	GE22927	Drosophila yakuba	-
-	gi|194124562|gb|EDW46605.1|	GM14880	Drosophila sechellia	-
-	gi|194186119|gb|EDW99730.1|	uncharacterized protein Dyak_GE22927	Drosophila yakuba	-
-	gi|325995198|gb|ADZ49072.1|	RE11403p	Drosophila melanogaster	-
-	gi|332000046|gb|AED98571.1|	RE19313p	Drosophila melanogaster	-
-	gi|948557716|gb|KRK02388.1|	uncharacterized protein Dyak_GE22508	Drosophila yakuba	-
TRINITY_DN93867_c1_g1_i10	gi|560126148|emb|CDJ89226.1|	Bicarbonate transporter domain containing protein	Haemonchus contortus	3.50224e-19
TRINITY_DN93842_c0_g1_i1	gi|121543821|gb|ABM55575.1|	ribosomal protein L31-like protein	Maconellicoccus hirsutus	1.67192e-28
TRINITY_DN93822_c0_g1_i1	gi|646719578|gb|KDR21635.1|	Microsomal triglyceride transfer protein large subunit	Zootermopsis nevadensis	7.65547e-83
TRINITY_DN93822_c0_g1_i5	gi|646719578|gb|KDR21635.1|	Microsomal triglyceride transfer protein large subunit	Zootermopsis nevadensis	0.0
TRINITY_DN93822_c0_g1_i7	gi|646719578|gb|KDR21635.1|	Microsomal triglyceride transfer protein large subunit	Zootermopsis nevadensis	0.0
TRINITY_DN93800_c2_g1_i1	gi|646710327|gb|KDR15871.1|	Laminin subunit beta-1	Zootermopsis nevadensis	0.0
TRINITY_DN93800_c2_g1_i2	gi|646710327|gb|KDR15871.1|	Laminin subunit beta-1	Zootermopsis nevadensis	0.0
TRINITY_DN93800_c2_g1_i3	gi|646710327|gb|KDR15871.1|	Laminin subunit beta-1	Zootermopsis nevadensis	0.0
TRINITY_DN93800_c2_g1_i4	gi|646710327|gb|KDR15871.1|	Laminin subunit beta-1	Zootermopsis nevadensis	4.15713e-133
TRINITY_DN93800_c2_g1_i5	gi|646710327|gb|KDR15871.1|	Laminin subunit beta-1	Zootermopsis nevadensis	0.0
TRINITY_DN93800_c2_g1_i6	gi|646710327|gb|KDR15871.1|	Laminin subunit beta-1	Zootermopsis nevadensis	0.0
TRINITY_DN93814_c0_g1_i1	gi|954277597|gb|KRX69499.1|	Transposon Ty3-I Gag-Pol polyprotein	Trichinella sp. T6	8.38701e-164
TRINITY_DN93814_c0_g1_i2	gi|954527715|gb|KRZ52311.1|	Retrovirus-related Pol polyprotein from transposon	Trichinella nativa	4.76129e-19
TRINITY_DN93814_c0_g1_i3	gi|954527712|gb|KRZ52308.1|	Retrovirus-related Pol polyprotein from transposon 17.6	Trichinella nativa	4.5361e-143
TRINITY_DN93814_c0_g1_i4	gi|861641405|gb|KMQ93548.1|	enzymatic polyprotein endonuclease reverse	Lasius niger	1.4172e-30
TRINITY_DN93894_c0_g1_i1	gi|195428303|ref|XP_002062213.1|	GK17422	Drosophila willistoni	1.25881e-57
TRINITY_DN87974_c0_g1_i1	gi|722824816|tpg|DAA64668.1|	TPA_inf: alpha1,6 fucosyltransferase	Strigamia maritima	0.0
TRINITY_DN87974_c0_g1_i2	gi|646721797|gb|KDR23027.1|	Alpha-(1,6)-fucosyltransferase	Zootermopsis nevadensis	0.0
TRINITY_DN87974_c0_g1_i4	gi|195046009|ref|XP_001992070.1|	GH24560	Drosophila grimshawi	1.10451e-28
-	gi|193892911|gb|EDV91777.1|	GH24560	Drosophila grimshawi	-
TRINITY_DN87994_c0_g1_i1	gi|578355403|gb|AHI13794.1|	heat shock factor 1	Litopenaeus vannamei	1.73976e-64
TRINITY_DN87990_c0_g1_i1	gi|465982632|gb|EMP36153.1|	Ankyrin repeat domain-containing protein 49	Chelonia mydas	6.61564e-19
TRINITY_DN87975_c0_g2_i2	gi|51011007|ref|NP_001003463.1|	cancer-related nucleoside-triphosphatase	Danio rerio	1.46894e-50
-	gi|50417910|gb|AAH78345.1|	Zgc:92420	Danio rerio	-
TRINITY_DN87965_c2_g1_i1	gi|646715031|gb|KDR18787.1|	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase	Zootermopsis nevadensis	1.41916e-16
TRINITY_DN87965_c7_g1_i1	gi|568259126|gb|ETN67118.1|	peroxisomal n1-acetyl-spermine/spermidine oxidase	Anopheles darlingi	2.72805e-30
TRINITY_DN87935_c0_g1_i1	gi|829179908|ref|XP_001019835.2|	fatty acid desaturase	Tetrahymena thermophila SB210	1.57611e-62
-	gi|586734590|gb|EAR99590.2|	fatty acid desaturase	Tetrahymena thermophila SB210	-
-	gi|124401238|emb|CAK66718.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124429770|emb|CAK94560.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN87932_c1_g1_i2	gi|47939362|gb|AAH71366.1|	Acyl-Coenzyme A dehydrogenase, long chain	Danio rerio	0.0
TRINITY_DN87904_c1_g2_i2	gi|924557833|gb|ALC42845.1|	bab2, partial	Drosophila busckii	2.87134e-17
TRINITY_DN87904_c1_g2_i4	gi|157167331|ref|XP_001660259.1|	AAEL001739-PA	Aedes aegypti	8.71851e-29
-	gi|108882904|gb|EAT47129.1|	AAEL001739-PA	Aedes aegypti	-
TRINITY_DN87967_c0_g1_i1	gi|308220078|gb|ADO22611.1|	LIM class homeobox transcription factor Lmx	Mnemiopsis leidyi	6.73762e-23
TRINITY_DN87936_c0_g1_i1	gi|357607251|gb|EHJ65406.1|	ribosomal protein L22	Danaus plexippus	3.41205e-73
TRINITY_DN87987_c1_g2_i2	gi|675379513|gb|KFM72415.1|	Methylmalonic aciduria type A-like protein, mitochondrial, partial	Stegodyphus mimosarum	1.15025e-26
TRINITY_DN87926_c1_g1_i2	gi|914560113|gb|KOB67465.1|	Translation initiation factor 1a	Operophtera brumata	2.01268e-22
TRINITY_DN87943_c0_g1_i2	gi|930669659|gb|KPJ10539.1|	Protein MAK16-like	Papilio machaon	3.36182e-35
TRINITY_DN87981_c1_g2_i2	gi|646719961|gb|KDR21862.1|	Mediator of RNA polymerase II transcription subunit 30	Zootermopsis nevadensis	4.29435e-47
TRINITY_DN87981_c1_g2_i3	gi|646719961|gb|KDR21862.1|	Mediator of RNA polymerase II transcription subunit 30	Zootermopsis nevadensis	2.29272e-32
TRINITY_DN87957_c1_g1_i1	gi|577754882|gb|AHH86070.1|	Dscam, partial	Cherax quadricarinatus	3.02245e-55
TRINITY_DN87957_c1_g2_i1	gi|269115798|gb|ACZ26466.1|	Down syndrome cell adhesion molecule	Litopenaeus vannamei	5.62526e-64
TRINITY_DN87957_c1_g3_i1	gi|577754882|gb|AHH86070.1|	Dscam, partial	Cherax quadricarinatus	5.51946e-65
TRINITY_DN87957_c2_g2_i1	gi|486170759|gb|AGK90306.1|	down syndrome cell adhesion molecule	Cherax quadricarinatus	2.90202e-35
TRINITY_DN87957_c2_g3_i1	gi|486170759|gb|AGK90306.1|	down syndrome cell adhesion molecule	Cherax quadricarinatus	2.66063e-68
TRINITY_DN87957_c2_g4_i1	gi|331031260|gb|AEC50084.1|	down syndrome cell adhesion molecule	Pacifastacus leniusculus	7.71552e-29
TRINITY_DN87957_c2_g4_i2	gi|331031260|gb|AEC50084.1|	down syndrome cell adhesion molecule	Pacifastacus leniusculus	1.90647e-28
TRINITY_DN87957_c2_g5_i1	gi|331031260|gb|AEC50084.1|	down syndrome cell adhesion molecule	Pacifastacus leniusculus	2.15705e-30
-	gi|607355220|gb|EZA49809.1|	Kelch-like ECH-associated protein	Cerapachys biroi	-
TRINITY_DN87963_c0_g2_i1	gi|925683173|gb|KOX79784.1|	E3 ubiquitin-protein ligase RNF19A	Melipona quadrifasciata	6.56769e-12
-	gi|124397692|emb|CAK63195.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124397692|emb|CAK63195.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN87934_c0_g1_i1	gi|118351833|ref|XP_001009191.1|	hydrocephalus-inducing protein	Tetrahymena thermophila SB210	2.65031e-45
-	gi|89290958|gb|EAR88946.1|	hydrocephalus-inducing protein	Tetrahymena thermophila SB210	-
TRINITY_DN87934_c0_g2_i1	gi|118351833|ref|XP_001009191.1|	hydrocephalus-inducing protein	Tetrahymena thermophila SB210	2.03182e-55
-	gi|89290958|gb|EAR88946.1|	hydrocephalus-inducing protein	Tetrahymena thermophila SB210	-
TRINITY_DN87934_c1_g1_i1	gi|118351833|ref|XP_001009191.1|	hydrocephalus-inducing protein	Tetrahymena thermophila SB210	0.0
-	gi|89290958|gb|EAR88946.1|	hydrocephalus-inducing protein	Tetrahymena thermophila SB210	-
TRINITY_DN87934_c1_g2_i1	gi|118351833|ref|XP_001009191.1|	hydrocephalus-inducing protein	Tetrahymena thermophila SB210	1.15747e-30
-	gi|89290958|gb|EAR88946.1|	hydrocephalus-inducing protein	Tetrahymena thermophila SB210	-
TRINITY_DN87934_c2_g1_i1	gi|118351833|ref|XP_001009191.1|	hydrocephalus-inducing protein	Tetrahymena thermophila SB210	1.0421e-28
-	gi|89290958|gb|EAR88946.1|	hydrocephalus-inducing protein	Tetrahymena thermophila SB210	-
TRINITY_DN87934_c4_g1_i1	gi|118351833|ref|XP_001009191.1|	hydrocephalus-inducing protein	Tetrahymena thermophila SB210	3.42779e-07
-	gi|89290958|gb|EAR88946.1|	hydrocephalus-inducing protein	Tetrahymena thermophila SB210	-
-	gi|124393268|emb|CAK58797.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN87934_c6_g1_i1	gi|954191734|gb|KRX04495.1|	PapD-like protein	Pseudocohnilembus persalinus	1.66318e-25
TRINITY_DN87956_c0_g1_i1	gi|954192916|gb|KRX05667.1|	Pyridoxal phosphate-dependent transferase	Pseudocohnilembus persalinus	2.25534e-172
TRINITY_DN87949_c0_g1_i1	gi|118363422|ref|XP_001014593.1|	fumarylacetoacetase	Tetrahymena thermophila SB210	1.42239e-174
-	gi|89296703|gb|EAR94691.1|	fumarylacetoacetase	Tetrahymena thermophila SB210	-
TRINITY_DN87909_c0_g1_i1	gi|157124912|ref|XP_001660584.1|	AAEL010033-PA	Aedes aegypti	8.5706e-32
-	gi|108873824|gb|EAT38049.1|	AAEL010033-PA	Aedes aegypti	-
-	gi|124419314|emb|CAK84262.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN87939_c0_g1_i1	gi|758375311|gb|AJO69996.1|	carbonic anhydrase	Cherax destructor	5.07461e-138
TRINITY_DN87939_c0_g1_i2	gi|758375311|gb|AJO69996.1|	carbonic anhydrase	Cherax destructor	1.11276e-109
TRINITY_DN87920_c0_g1_i1	gi|9186886|dbj|BAA99544.1|	BCS-2	Amphibalanus amphitrite	1.03375e-29
-	gi|124396780|emb|CAK62288.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124406248|emb|CAK71678.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124414513|emb|CAK79616.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124426698|emb|CAK91479.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124396780|emb|CAK62288.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124406248|emb|CAK71678.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124414513|emb|CAK79616.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124426698|emb|CAK91479.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124412349|emb|CAK77519.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN85432_c2_g1_i2	gi|954191952|gb|KRX04710.1|	Urocanase	Pseudocohnilembus persalinus	7.89356e-135
TRINITY_DN85451_c0_g1_i1	gi|646718907|gb|KDR21210.1|	Calcium-transporting ATPase type 2C member 1	Zootermopsis nevadensis	1.6452e-63
TRINITY_DN85451_c0_g1_i2	gi|948561759|gb|KRK05412.1|	uncharacterized protein Dyak_GE27680, partial	Drosophila yakuba	1.02641e-30
TRINITY_DN85451_c0_g1_i3	gi|646718907|gb|KDR21210.1|	Calcium-transporting ATPase type 2C member 1	Zootermopsis nevadensis	1.31374e-63
TRINITY_DN85496_c2_g2_i1	gi|157111287|ref|XP_001651471.1|	AAEL005799-PA, partial	Aedes aegypti	7.19344e-79
-	gi|108878465|gb|EAT42690.1|	AAEL005799-PA, partial	Aedes aegypti	-
TRINITY_DN85496_c2_g3_i1	gi|944449107|gb|KQL88753.1|	peptidylprolyl isomerase G (cyclophilin G)	Alligator mississippiensis	5.81931e-53
TRINITY_DN85438_c1_g2_i1	gi|255045899|gb|ACU00106.1|	troponin-C isoform 6	Homarus americanus	4.04563e-69
TRINITY_DN85439_c1_g1_i1	gi|829198788|ref|XP_012656390.1|	histone deacetylasehistone-like deacetylase family, classII protein	Tetrahymena thermophila SB210	2.60002e-31
-	gi|586724381|gb|EWS71091.1|	histone deacetylasehistone-like deacetylase family, classII protein	Tetrahymena thermophila SB210	-
-	gi|124390829|emb|CAK56370.1|	unnamed protein product	Paramecium tetraurelia	-
-	gi|124390829|emb|CAK56370.1|	unnamed protein product	Paramecium tetraurelia	-
TRINITY_DN85465_c2_g2_i1	gi|157124995|ref|XP_001654201.1|	AAEL001909-PA	Aedes aegypti	9.15943e-36
-	gi|108882730|gb|EAT46955.1|	AAEL001909-PA	Aedes aegypti	-
TRINITY_DN85441_c0_g1_i1	gi|545365624|ref|XP_005647773.1|	alanine-glyoxylate transaminase	Coccomyxa subellipsoidea C-169	8.59614e-125
-	gi|384249748|gb|EIE23229.1|	alanine-glyoxylate transaminase	Coccomyxa subellipsoidea C-169	-
TRINITY_DN85441_c0_g2_i1	gi|545365624|ref|XP_005647773.1|	alanine-glyoxylate transaminase	Coccomyxa subellipsoidea C-169	1.68938e-23
-	gi|384249748|gb|EIE23229.1|	alanine-glyoxylate transaminase	Coccomyxa subellipsoidea C-169	-
-	gi|405965981|gb|EKC31313.1|	CAS1 domain-containing protein 1	Crassostrea gigas	-
TRINITY_DN85446_c0_g2_i1	gi|646693495|gb|KDR07718.1|	RMD5-like protein A	Zootermopsis nevadensis	2.55209e-162
TRINITY_DN85469_c1_g1_i2	gi|675387220|gb|KFM80117.1|	GTPase-activating protein CdGAPr, partial	Stegodyphus mimosarum	1.86879e-159
TRINITY_DN85469_c1_g1_i3	gi|675387220|gb|KFM80117.1|	GTPase-activating protein CdGAPr, partial	Stegodyphus mimosarum	5.0749e-156
TRINITY_DN85404_c1_g1_i2	gi|646699669|gb|KDR10188.1|	Low-density lipoprotein receptor class A domain-containing protein 3	Zootermopsis nevadensis	4.77926e-10
TRINITY_DN85452_c0_g1_i1	gi|396095005|gb|EJI92551.1|	cell wall-associated hydrolase	Kosakonia radicincitans DSM 16656	1.59051e-25
TRINITY_DN85452_c0_g3_i1	gi|940204654|gb|KPY16424.1|	Uncharacterized protein ALO55_04102	Pseudomonas savastanoi pv. phaseolicola	7.25171e-38
