Query Name	Accession	Subject Name	Taxonomy	Hsp Expect
-	gi|74839219|sp|Q7PVQ9.2|RPB11_ANOGA	PB11_ANOGA RecName: Full=DNA-directed RNA polymerase II subunit RPB11; Short=RNA polymerase II subunit B11; AltName: Full=DNA-directed RNA polymerase II subunit 	RPB11_ANOGA RecName: Full=DNA-directed RNA polymerase II subunit RPB11; Short=RNA polymerase II subunit B11; AltName: Full=DNA-directed RNA polymerase II subunit J	-
-	gi|55235548|gb|EAA14713.2|	AGAP009209-PA	Anopheles gambiae str. PEST	-
TRINITY_DN82320_c0_g1_i2	gi|646720040|gb|KDR21907.1|	DNA-directed RNA polymerase II subunit RPB11	Zootermopsis nevadensis	8.14267e-39
TRINITY_DN82313_c0_g1_i1	gi|502265449|ref|WP_012745931.1|	catalase	Variovorax paradoxus	3.54346e-19
-	gi|239800364|gb|ACS17431.1|	Catalase	Variovorax paradoxus S110	-
TRINITY_DN82313_c2_g1_i1	gi|134077527|emb|CAK96671.1|	unnamed protein product	Aspergillus niger	2.04857e-07
TRINITY_DN82313_c2_g2_i1	gi|134077527|emb|CAK96671.1|	unnamed protein product	Aspergillus niger	2.07896e-07
TRINITY_DN82311_c0_g2_i1	gi|646693178|gb|KDR07632.1|	WSC domain-containing protein 1	Zootermopsis nevadensis	1.5737e-20
TRINITY_DN82307_c3_g1_i2	gi|307209905|gb|EFN86684.1|	Neutral ceramidase	Harpegnathos saltator	1.46069e-63
TRINITY_DN82307_c3_g1_i5	gi|576695019|gb|EUB58596.1|	Neutral ceramidase	Echinococcus granulosus	4.1786e-17
TRINITY_DN82338_c0_g1_i1	gi|646719713|gb|KDR21731.1|	Rho GTPase-activating protein 1	Zootermopsis nevadensis	1.90907e-110
TRINITY_DN82353_c0_g1_i1	gi|675371177|gb|KFM64079.1|	Golgi apparatus protein 1, partial	Stegodyphus mimosarum	2.11446e-102
TRINITY_DN82387_c1_g1_i1	gi|307197387|gb|EFN78662.1|	Apolipophorins	Harpegnathos saltator	2.83513e-13
TRINITY_DN82361_c2_g1_i1	gi|646710075|gb|KDR15695.1|	Mediator of RNA polymerase II transcription subunit 29	Zootermopsis nevadensis	4.3231e-18
TRINITY_DN82376_c0_g1_i1	gi|954480486|gb|KRZ10348.1|	Structural maintenance of chromosomes protein 6	Trichinella zimbabwensis	2.35903e-06
TRINITY_DN82359_c2_g1_i1	gi|71090024|gb|AAZ23863.1|	alpha-tubulin	Sterkiella histriomuscorum	1.3167e-46
TRINITY_DN82359_c2_g2_i1	gi|71090024|gb|AAZ23863.1|	alpha-tubulin	Sterkiella histriomuscorum	1.3167e-46
TRINITY_DN82304_c0_g1_i1	gi|161076673|ref|NP_001097074.1|	uncharacterized protein Dmel_CG12795	Drosophila melanogaster	4.70499e-56
-	gi|157400060|gb|AAF51108.3|	uncharacterized protein Dmel_CG12795	Drosophila melanogaster	-
-	gi|157816770|gb|ABV82377.1|	LD41381p	Drosophila melanogaster	-
TRINITY_DN82304_c0_g1_i2	gi|195471063|ref|XP_002087825.1|	GE18234	Drosophila yakuba	2.20198e-43
-	gi|194173926|gb|EDW87537.1|	uncharacterized protein Dyak_GE18234	Drosophila yakuba	-
TRINITY_DN82342_c0_g1_i1	gi|646707753|gb|KDR14371.1|	E3 ubiquitin-protein ligase HECTD1	Zootermopsis nevadensis	6.89082e-25
TRINITY_DN82342_c0_g2_i1	gi|646707753|gb|KDR14371.1|	E3 ubiquitin-protein ligase HECTD1	Zootermopsis nevadensis	2.59455e-148
TRINITY_DN82342_c0_g2_i2	gi|646707753|gb|KDR14371.1|	E3 ubiquitin-protein ligase HECTD1	Zootermopsis nevadensis	2.98364e-66
TRINITY_DN82351_c0_g1_i1	gi|77403694|dbj|BAE46429.1|	ORF2-encoded protein	Danio rerio	2.32248e-11
TRINITY_DN82378_c1_g1_i1	gi|328899662|gb|AEB54644.1|	ribosomal protein L44	Procambarus clarkii	6.41619e-54
TRINITY_DN82378_c1_g1_i2	gi|328899662|gb|AEB54644.1|	ribosomal protein L44	Procambarus clarkii	1.60666e-32
TRINITY_DN82383_c0_g1_i1	gi|646722400|gb|KDR23413.1|	Neither inactivation nor afterpotential protein G	Zootermopsis nevadensis	1.42958e-44
TRINITY_DN7758_c0_g1_i1	gi|675368332|gb|KFM61234.1|	Hemicentin-1, partial	Stegodyphus mimosarum	6.07472e-15
TRINITY_DN7772_c0_g1_i1	gi|734704274|gb|AJA32745.1|	FGLa/AST receptor	Rhodnius prolixus	7.28621e-68
TRINITY_DN74528_c0_g1_i1	gi|194747601|ref|XP_001956240.1|	GF25109	Drosophila ananassae	2.00948e-07
TRINITY_DN74525_c0_g1_i1	gi|353228633|emb|CCD74804.1|	unnamed protein product	Schistosoma mansoni	2.46597e-50
-	gi|319443370|pdb|2XZM|O	 Chain O, Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Initiation Factor 1. This File Contains The 40s Subunit And Initiation Factor For Molecule 	O Chain O, Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Initiation Factor 1. This File Contains The 40s Subunit And Initiation Factor For Molecule 1	-
-	gi|319443405|pdb|2XZN|O	 Chain O, Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Initiation Factor 1. This File Contains The 40s Subunit And Initiation Factor For Molecule 	O Chain O, Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Initiation Factor 1. This File Contains The 40s Subunit And Initiation Factor For Molecule 2	-
-	gi|524933486|pdb|4BPE|O	 Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 	O Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 1	-
-	gi|524933538|pdb|4BPN|O	 Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 	O Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 2	-
-	gi|524933578|pdb|4BPO|O	 Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 	O Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 3	-
-	gi|524933620|pdb|4BPP|O	 Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 	O Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 4	-
-	gi|319443370|pdb|2XZM|O	 Chain O, Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Initiation Factor 1. This File Contains The 40s Subunit And Initiation Factor For Molecule 	O Chain O, Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Initiation Factor 1. This File Contains The 40s Subunit And Initiation Factor For Molecule 1	-
-	gi|319443405|pdb|2XZN|O	 Chain O, Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Initiation Factor 1. This File Contains The 40s Subunit And Initiation Factor For Molecule 	O Chain O, Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Initiation Factor 1. This File Contains The 40s Subunit And Initiation Factor For Molecule 2	-
-	gi|524933486|pdb|4BPE|O	 Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 	O Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 1	-
-	gi|524933538|pdb|4BPN|O	 Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 	O Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 2	-
-	gi|524933578|pdb|4BPO|O	 Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 	O Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 3	-
-	gi|524933620|pdb|4BPP|O	 Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 	O Chain O, The Crystal Structure Of The Eukaryotic 40s Ribosomal Subunit In Complex With Eif1 And Eif1a - Complex 4	-
TRINITY_DN74514_c0_g1_i1	gi|915665459|gb|KOC67465.1|	UPF0428 protein CXorf56 like protein	Habropoda laboriosa	1.30628e-58
TRINITY_DN74514_c0_g2_i1	gi|915665459|gb|KOC67465.1|	UPF0428 protein CXorf56 like protein	Habropoda laboriosa	3.85152e-59
TRINITY_DN74514_c0_g3_i1	gi|915665459|gb|KOC67465.1|	UPF0428 protein CXorf56 like protein	Habropoda laboriosa	4.42829e-83
TRINITY_DN74574_c2_g1_i1	gi|694536541|ref|XP_009495634.1|	histone-binding protein RBBP4	Fonticula alba	1.75684e-10
-	gi|627948089|gb|KCV70028.1|	histone-binding protein RBBP4	Fonticula alba	-
TRINITY_DN74535_c0_g1_i1	gi|405953254|gb|EKC20952.1|	Kinesin-like protein KIF27	Crassostrea gigas	9.26726e-24
TRINITY_DN74544_c1_g1_i1	gi|66808637|ref|XP_638041.1|	peptidase M28 domain-containing protein	Dictyostelium discoideum AX4	5.75319e-24
-	gi|60466479|gb|EAL64533.1|	peptidase M28 domain-containing protein	Dictyostelium discoideum AX4	-
TRINITY_DN52634_c0_g1_i1	gi|317134907|gb|ADV03016.1|	ribosomal protein L18	Karlodinium veneficum	1.7605e-13
TRINITY_DN52634_c0_g2_i1	gi|598014169|ref|XP_007337843.1|	60S ribosomal protein L18-B	Auricularia subglabra TFB-10046 SS5	1.72154e-11
-	gi|393245974|gb|EJD53483.1|	60S ribosomal protein L18-B	Auricularia subglabra TFB-10046 SS5	-
TRINITY_DN83197_c0_g1_i1	gi|122079954|sp|Q3T7C9.1|DPH1_LITVA	PH1_LITVA RecName: Full=Diphthamide biosynthesis protein 1; AltName: Full=DPH1 homolog; AltName: Full=Tumor suppressor-like protein; Short=TSL	Litopenaeus vannamei	9.50283e-80
-	gi|51895764|gb|AAU13908.1|	tumor suppressor-like protein	Litopenaeus vannamei	-
TRINITY_DN83197_c0_g2_i1	gi|122079954|sp|Q3T7C9.1|DPH1_LITVA	PH1_LITVA RecName: Full=Diphthamide biosynthesis protein 1; AltName: Full=DPH1 homolog; AltName: Full=Tumor suppressor-like protein; Short=TSL	Litopenaeus vannamei	5.64433e-80
-	gi|51895764|gb|AAU13908.1|	tumor suppressor-like protein	Litopenaeus vannamei	-
TRINITY_DN83197_c0_g3_i1	gi|122079954|sp|Q3T7C9.1|DPH1_LITVA	PH1_LITVA RecName: Full=Diphthamide biosynthesis protein 1; AltName: Full=DPH1 homolog; AltName: Full=Tumor suppressor-like protein; Short=TSL	Litopenaeus vannamei	0.0
-	gi|51895764|gb|AAU13908.1|	tumor suppressor-like protein	Litopenaeus vannamei	-
TRINITY_DN83158_c0_g1_i1	gi|675386546|gb|KFM79443.1|	Serine beta-lactamase-like protein LACTB, mitochondrial, partial	Stegodyphus mimosarum	1.58176e-08
TRINITY_DN83122_c1_g1_i1	gi|930654077|gb|KPI96412.1|	Protein diaphanous	Papilio xuthus	3.78546e-27
TRINITY_DN83175_c0_g1_i1	gi|646689106|gb|KDR06481.1|	Caskin-2	Zootermopsis nevadensis	1.82982e-66
TRINITY_DN83156_c2_g1_i1	gi|440898583|gb|ELR50047.1|	Methylated-DNA--protein-cysteine methyltransferase, partial	Bos mutus	2.67511e-08
TRINITY_DN83165_c0_g1_i1	gi|646719297|gb|KDR21459.1|	Immunoglobulin-binding protein 1	Zootermopsis nevadensis	2.1823e-52
TRINITY_DN83139_c1_g1_i1	gi|675382621|gb|KFM75518.1|	Nucleic-acid-binding protein from mobile element jockey, partial	Stegodyphus mimosarum	3.62385e-11
TRINITY_DN83139_c1_g2_i1	gi|675382621|gb|KFM75518.1|	Nucleic-acid-binding protein from mobile element jockey, partial	Stegodyphus mimosarum	7.33467e-08
TRINITY_DN83182_c3_g1_i1	gi|338224448|gb|AEI88102.1|	endonuclease-reverse transcriptase-like protein	Scylla paramamosain	1.78385e-06
TRINITY_DN83129_c1_g2_i1	gi|532759730|gb|AGU01545.1|	antimicrobial peptide type 2 precursor IIc	Pandalopsis japonica	1.21621e-13
TRINITY_DN83132_c0_g1_i1	gi|506969179|gb|AGM32933.1|	Xaa-pro dipeptidase-like protein	Coptotermes formosanus	2.39811e-106
TRINITY_DN50196_c0_g1_i1	gi|646709446|gb|KDR15295.1|	Leucine-rich repeat-containing protein 16A	Zootermopsis nevadensis	5.29623e-20
TRINITY_DN90262_c2_g1_i1	gi|290562305|gb|ADD38549.1|	tRNA MTase subunit TRM6	Lepeophtheirus salmonis	8.15287e-79
TRINITY_DN90262_c2_g1_i4	gi|290562305|gb|ADD38549.1|	tRNA MTase subunit TRM6	Lepeophtheirus salmonis	4.23829e-60
TRINITY_DN90252_c2_g4_i1	gi|500597502|ref|WP_011958713.1|	short-chain dehydrogenase	Roseiflexus sp. RS-1	2.93218e-40
-	gi|148570228|gb|ABQ92373.1|	short-chain dehydrogenase/reductase SDR	Roseiflexus sp. RS-1	-
TRINITY_DN90252_c2_g4_i2	gi|646694328|gb|KDR07941.1|	Retinol dehydrogenase 14	Zootermopsis nevadensis	8.61078e-24
TRINITY_DN90287_c2_g1_i1	gi|342326382|gb|AEL23106.1|	hnRNP protein	Cherax quadricarinatus	1.82173e-18
TRINITY_DN90223_c0_g1_i1	gi|18643248|gb|AAL76255.1|AF465600_1	F465600_1 PKG-Ib	Bombyx mori	0.0
-	gi|18643250|gb|AAL76256.1|AF465601_1	F465601_1 PKG-Ia	Bombyx mori	-
TRINITY_DN90214_c0_g1_i1	gi|157133215|ref|XP_001662804.1|	AAEL012674-PA	Aedes aegypti	6.38131e-93
-	gi|108870913|gb|EAT35138.1|	AAEL012674-PA	Aedes aegypti	-
TRINITY_DN90276_c1_g1_i1	gi|339264474|ref|XP_003366637.1|	zinc finger protein	Trichinella spiralis	2.36709e-14
-	gi|316960021|gb|EFV47838.1|	zinc finger protein	Trichinella spiralis	-
TRINITY_DN90276_c1_g1_i2	gi|339264474|ref|XP_003366637.1|	zinc finger protein	Trichinella spiralis	3.8757e-13
-	gi|316960021|gb|EFV47838.1|	zinc finger protein	Trichinella spiralis	-
TRINITY_DN90286_c0_g1_i1	gi|928610713|emb|CUJ39432.1|	Outer membrane protein IcsA autotransporter precursor	Achromobacter sp.	6.8348e-06
TRINITY_DN90286_c0_g1_i3	gi|928610713|emb|CUJ39432.1|	Outer membrane protein IcsA autotransporter precursor	Achromobacter sp.	3.01773e-08
TRINITY_DN90235_c1_g2_i1	gi|646710537|gb|KDR16017.1|	Alkylated DNA repair protein alkB-like protein 7	Zootermopsis nevadensis	2.05546e-57
TRINITY_DN90235_c1_g2_i4	gi|646710537|gb|KDR16017.1|	Alkylated DNA repair protein alkB-like protein 7	Zootermopsis nevadensis	3.43359e-57
TRINITY_DN90235_c1_g2_i7	gi|646710537|gb|KDR16017.1|	Alkylated DNA repair protein alkB-like protein 7	Zootermopsis nevadensis	3.43359e-57
TRINITY_DN90235_c1_g2_i8	gi|646710537|gb|KDR16017.1|	Alkylated DNA repair protein alkB-like protein 7	Zootermopsis nevadensis	2.05546e-57
TRINITY_DN90258_c0_g2_i1	gi|307195359|gb|EFN77277.1|	RNA-binding protein 39, partial	Harpegnathos saltator	4.17734e-173
TRINITY_DN90258_c0_g2_i2	gi|307195359|gb|EFN77277.1|	RNA-binding protein 39, partial	Harpegnathos saltator	1.82706e-173
TRINITY_DN90227_c0_g2_i1	gi|675385216|gb|KFM78113.1|	Cyclin-dependent kinase 5, partial	Stegodyphus mimosarum	1.88899e-122
TRINITY_DN90227_c0_g2_i2	gi|675385216|gb|KFM78113.1|	Cyclin-dependent kinase 5, partial	Stegodyphus mimosarum	0.0
TRINITY_DN90227_c0_g2_i3	gi|675385216|gb|KFM78113.1|	Cyclin-dependent kinase 5, partial	Stegodyphus mimosarum	0.0
TRINITY_DN90227_c0_g2_i4	gi|675385216|gb|KFM78113.1|	Cyclin-dependent kinase 5, partial	Stegodyphus mimosarum	1.00273e-131
TRINITY_DN90274_c0_g1_i1	gi|675382529|gb|KFM75426.1|	Protein canopy-like protein, partial	Stegodyphus mimosarum	7.4086e-36
TRINITY_DN90272_c0_g1_i1	gi|646700562|gb|KDR10672.1|	Exocyst complex component 4	Zootermopsis nevadensis	1.22267e-143
TRINITY_DN90210_c0_g1_i2	gi|351707386|gb|EHB10305.1|	Carbohydrate sulfotransferase 14	Heterocephalus glaber	3.14081e-34
TRINITY_DN90210_c0_g1_i3	gi|679004261|gb|KFW05725.1|	Carbohydrate sulfotransferase 11, partial	Eurypyga helias	2.46945e-49
TRINITY_DN90295_c0_g1_i1	gi|225719084|gb|ACO15388.1|	p21-activated protein kinase-interacting protein 1-like	Caligus clemensi	1.52883e-48
TRINITY_DN90295_c0_g1_i2	gi|290566739|gb|ADD39719.1|	PAK1 interacting protein 1	Scylla paramamosain	2.10214e-34
-	gi|344244144|gb|EGW00248.1|	Uncharacterized protein C6orf130	Cricetulus griseus	-
TRINITY_DN90244_c2_g1_i1	gi|195457068|ref|XP_002075411.1|	GK17779	Drosophila willistoni	1.27218e-51
-	gi|194171496|gb|EDW86397.1|	uncharacterized protein Dwil_GK17779	Drosophila willistoni	-
TRINITY_DN90244_c2_g1_i2	gi|194894142|ref|XP_001978017.1|	GG19363	Drosophila erecta	1.24747e-64
-	gi|190649666|gb|EDV46944.1|	uncharacterized protein Dere_GG19363	Drosophila erecta	-
TRINITY_DN90244_c2_g1_i7	gi|195457068|ref|XP_002075411.1|	GK17779	Drosophila willistoni	3.78841e-51
-	gi|194171496|gb|EDW86397.1|	uncharacterized protein Dwil_GK17779	Drosophila willistoni	-
TRINITY_DN90203_c0_g2_i1	gi|30185749|gb|AAH51606.1|	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	Danio rerio	2.40965e-68
TRINITY_DN90261_c1_g1_i1	gi|646697540|gb|KDR09191.1|	45 kDa calcium-binding protein	Zootermopsis nevadensis	9.80193e-21
TRINITY_DN90261_c1_g1_i3	gi|646697540|gb|KDR09191.1|	45 kDa calcium-binding protein	Zootermopsis nevadensis	7.51427e-68
TRINITY_DN90261_c1_g1_i4	gi|646697540|gb|KDR09191.1|	45 kDa calcium-binding protein	Zootermopsis nevadensis	2.11615e-18
TRINITY_DN90261_c1_g1_i5	gi|646697540|gb|KDR09191.1|	45 kDa calcium-binding protein	Zootermopsis nevadensis	6.7957e-65
TRINITY_DN90282_c4_g1_i1	gi|326579691|gb|ADZ96217.1|	JHE-like carboxylesterase 1	Pandalopsis japonica	7.51058e-19
TRINITY_DN90282_c4_g2_i1	gi|326579691|gb|ADZ96217.1|	JHE-like carboxylesterase 1	Pandalopsis japonica	4.43082e-21
TRINITY_DN90282_c4_g3_i1	gi|326579691|gb|ADZ96217.1|	JHE-like carboxylesterase 1	Pandalopsis japonica	3.87966e-137
TRINITY_DN90282_c4_g4_i1	gi|326579691|gb|ADZ96217.1|	JHE-like carboxylesterase 1	Pandalopsis japonica	1.53443e-144
TRINITY_DN90282_c4_g4_i2	gi|326579691|gb|ADZ96217.1|	JHE-like carboxylesterase 1	Pandalopsis japonica	6.0418e-140
TRINITY_DN90208_c0_g1_i1	gi|646696186|gb|KDR08633.1|	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	Zootermopsis nevadensis	5.05917e-97
TRINITY_DN90208_c0_g1_i3	gi|646696186|gb|KDR08633.1|	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	Zootermopsis nevadensis	1.81715e-113
TRINITY_DN90208_c0_g1_i4	gi|646696186|gb|KDR08633.1|	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	Zootermopsis nevadensis	3.71787e-97
TRINITY_DN90208_c0_g1_i5	gi|646696186|gb|KDR08633.1|	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	Zootermopsis nevadensis	2.16876e-113
TRINITY_DN90208_c0_g1_i6	gi|157105079|ref|XP_001648708.1|	AAEL014396-PA	Aedes aegypti	2.28088e-72
-	gi|108869098|gb|EAT33323.1|	AAEL014396-PA	Aedes aegypti	-
TRINITY_DN90216_c3_g1_i2	gi|646719520|gb|KDR21605.1|	Abhydrolase domain-containing protein 8	Zootermopsis nevadensis	1.27957e-55
TRINITY_DN90216_c3_g1_i4	gi|646719520|gb|KDR21605.1|	Abhydrolase domain-containing protein 8	Zootermopsis nevadensis	1.90236e-22
TRINITY_DN90216_c3_g1_i5	gi|952530162|gb|KRT83444.1|	hydrolase	Oryctes borbonicus	9.24284e-70
TRINITY_DN90216_c3_g1_i6	gi|952530162|gb|KRT83444.1|	hydrolase	Oryctes borbonicus	4.10117e-39
TRINITY_DN90256_c1_g1_i1	gi|646719639|gb|KDR21679.1|	PCTP-like protein	Zootermopsis nevadensis	8.63686e-60
-	gi|405951651|gb|EKC19546.1|	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase	Crassostrea gigas	-
-	gi|405951651|gb|EKC19546.1|	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase	Crassostrea gigas	-
-	gi|405951651|gb|EKC19546.1|	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase	Crassostrea gigas	-
TRINITY_DN90243_c1_g1_i1	gi|307191845|gb|EFN75271.1|	Cleavage and polyadenylation specificity factor subunit 1	Harpegnathos saltator	4.82496e-41
TRINITY_DN90243_c1_g1_i2	gi|675367479|gb|KFM60381.1|	Cleavage and polyadenylation specificity factor subunit 1, partial	Stegodyphus mimosarum	1.92729e-87
TRINITY_DN90243_c1_g1_i3	gi|675367479|gb|KFM60381.1|	Cleavage and polyadenylation specificity factor subunit 1, partial	Stegodyphus mimosarum	6.09036e-141
TRINITY_DN90200_c0_g1_i2	gi|607358264|gb|EZA52678.1|	Carbohydrate sulfotransferase	Cerapachys biroi	8.17772e-23
TRINITY_DN90284_c4_g1_i1	gi|321463341|gb|EFX74357.1|	sodium-dependent phosphate transporter	Daphnia pulex	1.01349e-92
TRINITY_DN90284_c4_g1_i2	gi|321463340|gb|EFX74356.1|	sodium-dependent phosphate transporter	Daphnia pulex	9.89654e-10
TRINITY_DN90284_c5_g1_i2	gi|646716352|gb|KDR19632.1|	Zer-1-like protein	Zootermopsis nevadensis	0.0
TRINITY_DN90284_c7_g1_i1	gi|646711761|gb|KDR16814.1|	Protein Kr-h2	Zootermopsis nevadensis	2.67394e-73
TRINITY_DN90284_c7_g1_i2	gi|646711761|gb|KDR16814.1|	Protein Kr-h2	Zootermopsis nevadensis	9.95155e-54
TRINITY_DN90284_c7_g1_i3	gi|646711761|gb|KDR16814.1|	Protein Kr-h2	Zootermopsis nevadensis	2.56174e-24
TRINITY_DN90220_c2_g1_i1	gi|948041912|ref|WP_056701002.1|	beta-galactosidase	Paenibacillus sp. Root52	2.66807e-47
-	gi|945829556|gb|KQY83335.1|	beta-galactosidase	Paenibacillus sp. Root52	-
TRINITY_DN90220_c2_g1_i2	gi|948041912|ref|WP_056701002.1|	beta-galactosidase	Paenibacillus sp. Root52	4.28023e-30
-	gi|945829556|gb|KQY83335.1|	beta-galactosidase	Paenibacillus sp. Root52	-
-	gi|570741712|gb|AHF12472.1|	beta-mannosidase	Barnesiella viscericola DSM 18177	-
TRINITY_DN90213_c0_g1_i1	gi|743692758|gb|AJC52502.1|	estrogen sulfotransferase	Scylla olivacea	3.43725e-58
TRINITY_DN90213_c0_g1_i2	gi|743692758|gb|AJC52502.1|	estrogen sulfotransferase	Scylla olivacea	5.21707e-60
TRINITY_DN90271_c0_g1_i1	gi|3660667|gb|AAC61691.1|	inositol 1,4,5-trisphosphate receptor	Panulirus argus	2.24253e-68
TRINITY_DN90271_c0_g1_i2	gi|3660667|gb|AAC61691.1|	inositol 1,4,5-trisphosphate receptor	Panulirus argus	5.08469e-68
TRINITY_DN90271_c0_g1_i3	gi|3660667|gb|AAC61691.1|	inositol 1,4,5-trisphosphate receptor	Panulirus argus	4.50772e-68
TRINITY_DN90271_c0_g1_i4	gi|3660667|gb|AAC61691.1|	inositol 1,4,5-trisphosphate receptor	Panulirus argus	2.54077e-68
TRINITY_DN90248_c0_g2_i1	gi|646716745|gb|KDR19871.1|	Cold shock domain-containing protein E1	Zootermopsis nevadensis	9.6843e-66
TRINITY_DN90248_c0_g2_i2	gi|480326716|gb|AGJ83346.1|	upstream of N-ras protein, partial	Oncopeltus fasciatus	1.38147e-72
TRINITY_DN90257_c0_g1_i1	gi|516282895|gb|AGO81723.1|	flightless-I	Litopenaeus vannamei	3.17839e-163
-	gi|516282902|gb|AGO81724.1|	flightless-I	Litopenaeus vannamei	-
TRINITY_DN90254_c4_g1_i1	gi|675378032|gb|KFM70934.1|	Serine/threonine-protein kinase B-raf, partial	Stegodyphus mimosarum	1.16524e-25
TRINITY_DN90278_c4_g1_i2	gi|925671569|gb|KOX69353.1|	Protein suppressor of forked, partial	Melipona quadrifasciata	0.0
TRINITY_DN90278_c4_g1_i3	gi|646711388|gb|KDR16574.1|	Protein suppressor of forked, partial	Zootermopsis nevadensis	0.0
TRINITY_DN90278_c4_g1_i4	gi|925671569|gb|KOX69353.1|	Protein suppressor of forked, partial	Melipona quadrifasciata	0.0
TRINITY_DN90278_c4_g1_i5	gi|925671569|gb|KOX69353.1|	Protein suppressor of forked, partial	Melipona quadrifasciata	0.0
TRINITY_DN90278_c4_g1_i6	gi|646711388|gb|KDR16574.1|	Protein suppressor of forked, partial	Zootermopsis nevadensis	0.0
TRINITY_DN90278_c4_g1_i7	gi|925671569|gb|KOX69353.1|	Protein suppressor of forked, partial	Melipona quadrifasciata	0.0
TRINITY_DN90278_c4_g1_i8	gi|646711388|gb|KDR16574.1|	Protein suppressor of forked, partial	Zootermopsis nevadensis	0.0
TRINITY_DN90278_c4_g1_i9	gi|646711388|gb|KDR16574.1|	Protein suppressor of forked, partial	Zootermopsis nevadensis	0.0
TRINITY_DN77662_c0_g1_i1	gi|678132886|gb|KFV02068.1|	RNA-directed DNA polymerase from mobile element jockey, partial	Tauraco erythrolophus	5.09977e-23
TRINITY_DN77662_c0_g2_i1	gi|678132886|gb|KFV02068.1|	RNA-directed DNA polymerase from mobile element jockey, partial	Tauraco erythrolophus	7.81812e-23
TRINITY_DN77671_c0_g1_i1	gi|212656627|gb|ACJ36226.1|	spermatogonial stem-cell renewal factor	Fenneropenaeus chinensis	2.43891e-75
TRINITY_DN77672_c0_g1_i1	gi|197700142|gb|ACH72071.1|	cyclin A	Penaeus monodon	4.38957e-113
TRINITY_DN77672_c1_g1_i1	gi|459217370|gb|AGG40744.1|	cyclin A	Litopenaeus vannamei	1.07158e-26
-	gi|459217372|gb|AGG40745.1|	cyclin A	Litopenaeus vannamei	-
TRINITY_DN77672_c2_g1_i1	gi|197700142|gb|ACH72071.1|	cyclin A	Penaeus monodon	4.36935e-06
TRINITY_DN77649_c1_g1_i1	gi|113367132|gb|ABI34623.1|	carcinolectin5b-8	Carcinoscorpius rotundicauda	1.37971e-10
TRINITY_DN77611_c1_g1_i1	gi|298708764|emb|CBJ30725.1|	retinitis pigmentosa 2 (X-linked recessive)	Ectocarpus siliculosus	6.49493e-10
TRINITY_DN77663_c0_g1_i1	gi|357622185|gb|EHJ73754.1|	sodium-bile acid cotransporter	Danaus plexippus	9.16221e-07
TRINITY_DN77692_c0_g2_i2	gi|118786622|ref|XP_556172.2|	AGAP005533-PA	Anopheles gambiae str. PEST	4.30759e-08
